concurso,dada_sorteio,bola1,bola2,bola3,bola4,bola5,bola6,ganhadores_6_acertos,cidade_uf,rateio_6_acertos,ganhadores_5_acertos,rateio_5_acertos,ganhadores_4_acertos,rateio_4_acertos,acumulado_6_acertos,arrecadacao_total,estimativa_premio,acumulado_sorteio_especial_mega_da_virada,observacao
1309,2011-08-11,7,12,25,26,32,39,0,,0.0,100,13438.49,6163,311.5,15550756.73,22953932.0,18000000.0,39198500.63,
1310,2011-08-13,8,9,14,32,53,59,0,,0.0,107,19392.08,7570,391.57,19373038.14,35441740.0,24000000.0,39744540.85,
1311,2011-08-17,7,9,12,19,45,54,0,,0.0,253,9118.47,13609,242.16,23622724.12,39404808.0,29000000.0,40351638.87,
1312,2011-08-20,5,20,22,28,29,30,0,,0.0,201,13386.76,10377,370.42,28579345.16,45959796.0,33000000.0,41059727.61,
1313,2011-08-24,1,4,26,39,43,49,0,,0.0,140,20309.34,9036,449.52,33817016.06,48565804.0,39000000.0,41807966.32,
1314,2011-08-27,38,42,44,52,58,60,0,,0.0,122,27514.75,7797,615.03,55369062.27,57336632.0,63000000.0,42691334.54,
1315,2011-08-31,1,27,29,38,50,52,1,Aracaju/SE,63981675.84,108,43290.92,9003,741.88,0.0,79859638.0,2500000.0,43921707.92,
1316,2011-09-03,8,13,25,34,42,48,1,VINHEDO/SP,2824002.29,241,6361.12,9757,224.45,0.0,26185292.0,2000000.0,44325136.83,
1317,2011-09-08,6,13,29,30,35,37,0,,0.0,67,17952.11,5004,343.38,2215668.61,20544576.0,4700000.0,44641660.93,
1318,2011-09-10,11,14,16,28,34,46,0,,0.0,140,10648.09,6962,305.89,4961754.76,25462822.0,8000000.0,45033958.97,
1319,2011-09-14,4,5,16,18,27,51,0,,0.0,103,17148.38,7798,323.57,20568151.64,30169434.0,25000000.0,45498770.35,
1320,2011-09-17,17,24,25,38,41,55,0,,0.0,128,20240.7,8496,435.63,25340695.29,44252956.0,31000000.0,46180562.32,
1321,2011-09-21,10,47,51,53,59,60,1,PETRÓPOLIS/RJ,31071213.53,128,24303.54,11775,377.41,0.0,53135684.0,2000000.0,46999207.8,
1322,2011-09-24,10,21,43,47,53,55,0,,0.0,54,27567.36,3738,568.92,2742226.09,25427030.0,5700000.0,47390954.4,
1323,2011-09-28,6,15,25,37,48,55,0,,0.0,58,28697.23,5387,441.39,5808298.7,28429866.0,9000000.0,47828964.79,
1324,2011-10-01,18,29,31,44,51,57,0,,0.0,86,23149.62,5421,524.64,22033754.85,34005492.0,26000000.0,48352877.16,
1325,2011-10-05,2,5,16,20,35,43,0,,0.0,195,13111.44,14090,259.22,26743520.84,43670856.0,32000000.0,49025700.88,
1326,2011-10-08,10,11,18,19,30,50,0,,0.0,179,17249.11,13207,333.97,32431186.77,52738340.0,38000000.0,49838224.59,
1327,2011-10-13,16,35,36,41,52,54,0,,0.0,89,38492.13,7175,682.09,38741869.73,58515206.0,46000000.0,50739750.74,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1328,2011-10-15,10,23,27,43,53,59,1,Teresina/PI,45390782.32,213,16945.58,14179,363.65,0.0,61651408.0,2000000.0,51689595.42,
1329,2011-10-19,7,8,11,39,43,50,0,,0.0,66,22514.95,5244,404.81,19139519.77,25381758.0,23000000.0,52080644.52,
1330,2011-10-22,8,18,21,30,48,49,0,,0.0,76,34525.57,6768,553.85,23973099.6,44818908.0,30000000.0,52771155.94,
1331,2011-10-26,9,24,26,39,46,57,1,PEDRO CANÁRIO/ES,29215205.37,157,18125.57,11461,354.7,0.0,48606926.0,2000000.0,53520028.21,
1332,2011-10-29,3,5,13,24,35,59,1,BRASÍLIA/DF,2963357.08,150,10724.53,10790,212.98,0.0,27477446.0,2000000.0,53943364.94,
1333,2011-11-03,25,26,28,33,42,51,0,,0.0,54,25689.91,3893,509.06,2555470.44,23695356.0,5000000.0,54308432.16,
1334,2011-11-05,1,6,8,10,25,27,0,,0.0,392,4246.2,16794,141.59,17351264.84,28431066.0,21000000.0,54746461.03,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1335,2011-11-09,3,14,20,22,49,51,1,GOIÂNIA/GO,21885288.49,94,26184.33,7457,471.52,0.0,42041302.0,2500000.0,55394178.71,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1336,2011-11-12,1,32,38,47,51,54,1,BARBALHA/CE,3086420.09,38,44091.72,3539,676.33,0.0,28618536.0,2000000.0,55835095.87,
1337,2011-11-16,2,20,35,38,45,51,0,,0.0,30,39144.08,2680,625.97,2163225.69,20058304.0,5000000.0,56144128.12,
1338,2011-11-19,1,18,19,33,43,60,1,SALVADOR/BA,5448452.03,102,17484.4,6329,402.54,0.0,30461948.0,2300000.0,56613446.19,
1339,2011-11-23,7,10,14,16,54,59,0,,0.0,58,23616.19,5087,384.66,12323951.62,23396164.0,16000000.0,56973903.84,
1340,2011-11-26,13,21,30,36,59,60,0,,0.0,71,29502.9,6148,486.73,16182620.14,35779136.0,20000000.0,57525142.22,
1341,2011-11-30,1,11,20,37,40,52,0,,0.0,90,26529.68,6566,519.48,20580961.4,40783200.0,25000000.0,58153476.7,
1342,2011-12-03,5,7,42,46,50,60,0,,0.0,102,27452.98,8092,494.35,25739230.68,47829560.0,31000000.0,58890372.31,
1343,2011-12-07,19,20,31,42,51,56,0,,0.0,58,50455.78,6113,683.89,31130032.72,49985698.0,37000000.0,59660486.92,
1344,2011-12-10,8,19,21,36,42,59,3,ESTÂNCIA VELHA/RS; FLORIANÓPOLIS/SC; TAUBATÉ/SP,12497169.8,236,14632.94,13393,368.35,0.0,58986186.0,20000000.0,60569269.32,
1345,2011-12-14,7,17,19,26,40,50,0,,0.0,74,28067.82,6043,491.0,19645695.09,35477030.0,24000000.0,61115853.23,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1346,2011-12-17,12,32,40,47,48,59,1,CURITIBA/PR,24409476.19,57,45369.34,5205,709.77,0.0,44171706.0,2000000.0,61796393.4,
1347,2011-12-20,9,19,45,46,54,56,0,,0.0,38,24020.82,2940,443.53,1681457.45,15591154.0,4000000.0,62036601.62,
1348,2011-12-22,7,12,38,39,45,56,0,,0.0,89,15808.64,5009,401.26,4273242.73,24032082.0,7000000.0,62406856.67,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1349,2011-12-24,9,19,20,50,51,60,1,JUIZ DE FORA/MG,7099412.95,168,9132.18,7012,312.56,0.0,26205394.0,170000000.0,72672429.3,"VALOR DO PRÊMIO PRINCIPAL PARA O CONCURSO 1350 - MEGA DA VIRADA: R$ 177.617.487,62."
1350,2011-12-31,3,4,29,36,45,55,5,RUSSAS/CE; BRASÍLIA/DF; CARMO DO CAJURU/MG; BELÉM/PA; MAUÁ/SP,35523497.52,954,33711.3,85582,536.83,0.0,549326718.0,2500000.0,0.0,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1351,2012-01-04,13,33,36,41,50,56,0,,0.0,34,35012.63,3264,521.02,2192896.53,20333424.0,4700000.0,313270.94,
1352,2012-01-07,9,18,24,35,36,59,0,,0.0,75,21559.89,6632,348.3,5171565.92,27619428.0,8000000.0,738795.15,
1353,2012-01-11,3,11,13,27,32,47,1,SÃO LEOPOLDO/RS,8311160.99,161,10586.03,10308,236.2,0.0,29111596.0,2000000.0,1187308.75,
1354,2012-01-14,2,8,38,42,48,49,1,INDAIAL/SC,2815977.4,71,21530.61,4842,451.01,0.0,26110882.0,9500000.0,1589591.26,
1355,2012-01-18,11,17,24,39,46,49,0,,0.0,133,12427.32,6490,363.81,10038894.3,28231626.0,13500000.0,2024547.42,
1356,2012-01-21,6,13,21,22,31,46,0,,0.0,90,22697.17,7070,412.75,13801846.13,34891612.0,18000000.0,2562111.99,
1357,2012-01-25,1,19,24,26,52,55,0,,0.0,116,17572.17,6940,419.59,17556742.21,34816916.0,21500000.0,3098525.73,
1358,2012-01-28,3,15,16,35,37,47,0,,0.0,145,16856.7,10440,334.45,22059253.65,41749108.0,27000000.0,3741741.67,
1359,2012-02-01,6,10,12,17,28,53,0,,0.0,254,10009.69,13663,265.83,39156095.15,43427112.0,45000000.0,4410810.11,
1360,2012-02-04,2,16,17,25,50,54,2,ARAPIRACA/AL; ITAÚNA/MG,22673254.06,112,30004.55,9880,485.9,0.0,57400014.0,2500000.0,5295154.83,
1361,2012-02-08,23,27,30,37,38,44,0,,0.0,38,36490.98,3381,585.9,2554368.24,23685136.0,5000000.0,5660064.59,
1362,2012-02-11,2,12,19,22,36,58,3,VITÓRIA/ES; AMERICANA/SP; SÃO PAULO/SP,1924196.22,129,13542.9,8825,282.8,0.0,29840642.0,2000000.0,6119810.37,
1363,2012-02-15,25,35,42,45,52,57,0,,0.0,36,36166.13,2744,677.83,2398385.4,22238800.0,5000000.0,6462436.87,
1364,2012-02-18,10,13,20,40,44,53,0,,0.0,60,26450.47,4436,511.08,16186627.78,27107626.0,19000000.0,6880075.89,
1365,2012-02-22,2,24,26,32,35,50,0,,0.0,52,23397.34,3368,516.05,18427847.04,20781492.0,22000000.0,7200250.08,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1366,2012-02-25,12,27,37,44,54,59,1,CUIABÁ/MT,22902720.55,124,19590.46,7974,435.2,0.0,41492838.0,2000000.0,7839517.74,
1367,2012-03-01,2,7,13,29,38,43,0,,0.0,111,9193.08,6443,226.25,1879743.88,17429746.0,3800000.0,8108052.58,
1368,2012-03-03,10,21,26,29,32,38,1,MORRETES/PR,4873830.43,34,47804.75,4447,522.13,0.0,27762382.0,2000000.0,8535779.24,
1369,2012-03-07,5,16,24,32,38,46,0,,0.0,195,6509.72,7636,237.48,11093283.98,21682238.0,14500000.0,8869830.97,
1370,2012-03-10,2,4,5,27,49,59,2,SALVADOR/BA,7499281.75,115,18434.86,9979,303.49,0.0,36211332.0,2000000.0,9427728.06,
1371,2012-03-14,3,4,8,11,47,49,0,,0.0,101,12265.25,7421,238.47,2281981.94,21159460.0,5000000.0,9753725.5,
1372,2012-03-17,3,36,40,46,58,60,0,,0.0,48,34817.31,4069,586.74,5360565.43,28545872.0,9000000.0,10193523.16,
1373,2012-03-21,7,27,39,52,55,57,1,IPATINGA/MG,8520148.41,73,23495.92,6082,402.87,0.0,29296932.0,2000000.0,10644892.18,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1374,2012-03-24,6,21,28,31,33,43,0,,0.0,32,44298.35,3575,566.45,12062910.42,24212762.0,15000000.0,11017930.91,
1375,2012-03-28,14,25,28,45,53,58,2,FOZ DO IGUAÇU/PR; SÃO PAULO/SP,7822077.02,121,16066.97,7136,389.19,0.0,33206740.0,2000000.0,11529537.16,
1376,2012-03-31,9,11,21,49,53,54,0,,0.0,57,25317.58,4091,503.92,2658346.01,24649260.0,5500000.0,11909300.9,
1377,2012-04-04,2,5,12,13,25,35,1,RIO DE JANEIRO/RJ,5600981.17,175,9128.17,12352,184.75,0.0,27285304.0,2000000.0,12329677.36,
1378,2012-04-07,2,5,17,18,54,59,0,,0.0,74,15789.08,5614,297.31,2152301.02,19957006.0,5000000.0,12637148.96,
1379,2012-04-11,5,12,36,45,50,58,0,,0.0,61,24980.79,5455,399.06,13848344.05,26028118.0,17000000.0,13038156.32,
1380,2012-04-14,3,14,52,55,57,60,0,,0.0,100,23424.79,6994,478.46,18163437.01,40011288.0,23000000.0,13654598.19,
1381,2012-04-18,11,27,30,40,44,57,1,SÃO PAULO/SP,22817234.34,109,23177.49,7087,509.25,0.0,43151892.0,2000000.0,14319426.39,
1382,2012-04-20,5,13,16,17,27,55,0,,0.0,70,14068.17,6131,229.45,1814053.48,16820638.0,4500000.0,14578576.91,
1383,2012-04-25,7,9,23,44,46,55,0,,0.0,106,14064.76,6224,342.19,4560383.15,25465080.0,7500000.0,14970909.73,
1384,2012-04-28,2,18,30,31,45,56,2,LONDRINA/PR; SÃO CAETANO DO SUL/SP,4030007.03,56,33924.99,5010,541.71,0.0,32449994.0,14000000.0,15470857.02,
1385,2012-05-02,27,35,36,37,42,59,1,ITATIBA/SP,13402970.05,52,28177.29,4170,501.95,0.0,25027030.0,2000000.0,15856440.95,
1386,2012-05-05,12,28,38,39,51,56,0,,0.0,27,54363.88,3462,605.68,2703887.6,25071540.0,6000000.0,16242710.61,
1387,2012-05-09,18,27,32,43,50,52,0,,0.0,47,34677.09,3492,666.75,5706194.01,27838600.0,9000000.0,16671611.54,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1388,2012-05-12,22,29,31,43,50,54,0,,0.0,48,42785.64,4047,724.95,9489345.77,35078914.0,14000000.0,17212061.81,
1389,2012-05-16,1,16,28,39,44,57,1,CORRENTE/PI,13488668.85,146,14870.28,7397,419.29,0.0,37083342.0,13000000.0,17783393.69,
1390,2012-05-19,4,19,27,28,29,31,2,FORTALEZA/CE; CORUMBÁ/MS,6920519.93,149,13356.03,7924,358.77,0.0,33991512.0,2000000.0,18307090.69,
1391,2012-05-23,7,12,19,34,40,53,0,,0.0,74,17006.16,5293,339.65,2318207.92,21495362.0,5000000.0,18638263.26,
1392,2012-05-26,2,8,12,28,33,43,0,,0.0,116,14023.2,8651,268.62,5314742.8,27785084.0,10000000.0,19066339.69,
1393,2012-05-30,4,18,24,28,39,44,1,GOVERNADOR VALADARES/MG,8139697.37,86,17831.94,5717,383.2,0.0,26194122.0,2000000.0,19469904.65,
1394,2012-06-02,11,16,24,35,46,50,0,,0.0,32,45243.54,4092,505.44,11764027.65,24729388.0,15000000.0,19850902.89,
1395,2012-06-06,5,11,17,19,44,48,0,,0.0,245,8770.07,13657,224.75,15722099.73,36700846.0,20000000.0,20416341.78,
1396,2012-06-09,29,48,52,54,55,58,0,,0.0,44,51823.24,4577,711.7,19922509.6,38947900.0,25000000.0,21016400.35,
1397,2012-06-13,3,4,7,15,27,56,0,,0.0,249,11336.06,18115,222.59,25122180.21,48213450.0,31000000.0,21759210.45,
1398,2012-06-16,14,32,33,40,42,51,0,,0.0,75,43777.11,7149,656.09,31170332.79,56080918.0,37000000.0,22623232.27,
1399,2012-06-20,34,39,43,56,57,60,2,JARAGUÁ/GO; CURITIBA/PR,19136470.53,648,5950.16,9834,560.11,0.0,65858258.0,20000000.0,23637890.6,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1400,2012-06-23,9,26,34,43,53,54,0,,0.0,72,30435.06,6208,504.26,20699395.11,37429448.0,25000000.0,24214554.83,
1401,2012-06-27,11,12,25,33,48,54,1,NAVIRAÍ/MS,25157779.26,233,10387.41,11965,288.96,0.0,41339942.0,2000000.0,24851466.86,
1402,2012-06-30,2,9,10,21,27,38,0,,0.0,101,15262.45,7929,277.73,2839619.38,26330100.0,6000000.0,25257126.79,
1403,2012-07-04,13,16,20,26,39,42,0,,0.0,95,19010.85,6176,417.75,6166518.19,30848352.0,10000000.0,25732398.05,
1404,2012-07-07,7,8,27,31,32,51,0,,0.0,88,25404.89,7470,427.54,22089242.39,38186236.0,27000000.0,26320721.89,
1405,2012-07-11,3,14,17,32,37,39,1,CURITIBA/PR,27622910.73,315,9536.48,15516,276.58,0.0,51310412.0,2500000.0,27111245.95,
1406,2012-07-14,7,10,17,24,38,57,0,,0.0,134,12809.17,9133,268.48,3161842.16,29317880.0,6000000.0,27562937.71,
1407,2012-07-18,18,29,31,42,43,53,0,,0.0,53,34598.18,3583,731.11,6539717.17,31321024.0,11000000.0,28045491.3,
1408,2012-07-21,4,19,20,24,39,43,0,,0.0,118,19353.93,8075,404.02,10746651.56,39008398.0,16000000.0,28646481.94,
1409,2012-07-25,6,19,26,47,50,58,0,,0.0,96,25376.4,6846,508.35,28288400.52,41611002.0,33000000.0,29287570.12,
1410,2012-07-28,18,29,40,42,50,54,0,,0.0,70,48372.46,6917,699.32,34525901.6,57836634.0,42000000.0,30178641.72,
1411,2012-08-01,8,12,32,44,46,48,2,ARAUCÁRIA/PR; SÃO BERNARDO DO CAMPO/SP,21505646.36,360,12795.43,21016,313.11,0.0,78679980.0,3000000.0,31390840.47,
1412,2012-08-04,6,8,24,37,41,45,1,COLATINA/ES,3288513.09,103,17331.97,6893,369.98,0.0,30492424.0,2000000.0,31860628.06,
1413,2012-08-07,13,15,33,45,54,55,0,,0.0,70,12672.64,3887,326.02,1634104.26,15152076.0,4000000.0,32094071.54,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1414,2012-08-09,21,37,44,46,49,57,0,,0.0,36,41848.78,3349,642.64,18502377.63,25733096.0,22000000.0,32490533.6,
1415,2012-08-11,26,36,40,46,49,51,0,,0.0,39,61075.63,3766,903.55,22890179.88,40685478.0,28000000.0,33117362.51,
1416,2012-08-15,3,19,22,24,35,49,2,BRASÍLIA/DF; ESTRELA DO NORTE/SP,14192091.49,206,14477.96,14457,294.71,0.0,50942620.0,2500000.0,33902220.11,
1417,2012-08-18,5,12,45,52,56,59,4,NOVA GLÓRIA/GO; CORONEL FABRICIANO/MG; BOM PRINCÍPIO/RS; GUARULHOS/SP,773932.3,83,20247.46,6383,376.11,0.0,28704854.0,2000000.0,34344467.15,
1418,2012-08-22,7,8,10,12,27,56,0,,0.0,188,7637.07,11107,184.66,2644837.54,24524004.0,5600000.0,34722301.1,
1419,2012-08-25,17,21,30,48,52,58,0,,0.0,56,32191.4,3828,672.75,17872769.48,30791774.0,22000000.0,35196700.69,
1420,2012-08-29,2,11,16,18,36,45,0,,0.0,129,18723.93,9189,375.5,22322165.67,41256602.0,28000000.0,35832328.73,
1421,2012-09-01,19,31,39,44,53,59,1,SÃO PAULO/SP,27700609.77,142,20561.45,8046,518.39,0.0,49871110.0,2500000.0,36600677.91,
1422,2012-09-05,2,5,13,17,39,44,1,CAÇAPAVA/SP,2662243.82,250,5780.87,12007,171.94,0.0,24685402.0,2000000.0,36980998.47,
1423,2012-09-08,3,8,21,25,27,43,3,MANAUS/AM; JABOATÃO DOS GUARARAPES/PE; MAUÁ/SP,729819.96,187,6355.96,8340,203.59,0.0,20301558.0,2000000.0,37293778.46,
1424,2012-09-12,3,7,15,29,38,60,0,,0.0,83,16458.38,6625,294.56,13325277.46,23333070.0,17000000.0,37653264.05,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1425,2012-09-15,7,16,29,36,38,50,1,RIO DE JANEIRO/RJ,17534538.97,82,27866.19,6460,505.31,0.0,39029976.0,2000000.0,38254587.13,
1426,2012-09-19,6,15,18,24,30,44,0,,0.0,67,19687.18,5957,316.32,2429813.06,22530210.0,5500000.0,38601703.29,
1427,2012-09-22,8,39,44,47,53,56,0,,0.0,73,23322.46,4824,504.18,5566069.41,29080638.0,9000000.0,39049739.92,
1428,2012-09-26,7,15,19,34,37,55,1,RECIFE/PE,8826040.59,204,8674.99,9777,258.58,0.0,30227772.0,2000000.0,39515450.1,
1429,2012-09-29,9,12,22,39,48,60,0,,0.0,59,25259.36,4805,443.08,12664526.03,25455478.0,16000000.0,39907634.98,
1430,2012-10-03,2,19,22,30,46,52,0,,0.0,87,26310.37,6685,489.15,16881109.04,39097864.0,22000000.0,40510004.01,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1431,2012-10-06,5,9,13,33,40,54,0,,0.0,278,10435.48,17721,233.86,22225171.32,49552308.0,28000000.0,41273441.49,
1432,2012-10-10,16,24,25,42,45,59,0,,0.0,124,24792.19,10268,427.71,27888229.83,52510170.0,35000000.0,42082449.86,
1433,2012-10-13,4,13,14,40,46,52,1,VIÇOSA DO CEARÁ/CE,33905517.49,124,26342.96,9358,498.66,0.0,55794726.0,2000000.0,42942062.39,
1434,2012-10-17,3,18,22,34,55,58,2,LUIZ ALVES/SC; Ribeirão Preto/SP,1352380.47,116,12657.75,6335,331.1,0.0,25079638.0,19000000.0,43328456.82,
1435,2012-10-20,4,15,45,47,50,52,0,,0.0,93,26165.43,6915,502.71,19534166.5,41564024.0,25000000.0,43968821.22,
1436,2012-10-24,1,13,23,24,30,57,0,,0.0,127,21218.15,9275,415.04,24498095.24,46027556.0,30000000.0,44677953.92,
1437,2012-10-27,22,23,26,37,38,48,0,,0.0,107,33311.44,8856,574.96,31063955.59,60881314.0,38000000.0,45615933.98,
1438,2012-10-31,7,14,31,33,36,49,2,SÃO PAULO/SP,19240377.33,712,5654.86,19524,294.6,0.0,68771562.0,2500000.0,46675476.71,
1439,2012-11-03,2,34,35,42,43,55,0,,0.0,45,32387.25,3961,525.63,19099165.19,24893922.0,25000000.0,47059009.86,
1440,2012-11-07,2,6,28,36,51,56,1,RIALMA/GO,24405605.1,148,19463.78,11068,371.81,0.0,49203458.0,2000000.0,47817072.71,
1441,2012-11-10,17,29,36,38,53,56,0,,0.0,66,26165.75,5471,450.93,3181203.48,29497406.0,6700000.0,48271530.35,
1442,2012-11-14,12,13,20,30,34,49,0,,0.0,80,25198.19,6274,459.0,6894620.79,34432308.0,11000000.0,48802018.55,
1443,2012-11-17,12,20,32,48,52,54,0,,0.0,72,29228.38,5984,502.39,10771227.06,35945462.0,15000000.0,49355819.46,
1444,2012-11-21,2,5,27,28,48,55,0,,0.0,175,13021.24,11165,291.56,27713340.32,38922186.0,32000000.0,49955481.87,
1445,2012-11-24,5,19,32,41,49,58,1,ARAXÁ/MG,33883410.57,133,25183.96,10497,455.83,0.0,57211388.0,2500000.0,50836920.5,
1446,2012-11-28,6,13,24,32,40,51,1,RIBEIRÃO PIRES/SP,2639040.77,87,16466.92,5521,370.69,0.0,24470254.0,2500000.0,51213926.34,
1447,2012-12-01,1,19,28,33,39,41,0,,0.0,51,32040.96,4339,538.0,3010163.5,27911454.0,6000000.0,51643949.71,
1448,2012-12-05,1,25,29,36,56,60,0,,0.0,83,21898.01,6212,417.97,6358254.43,31044854.0,10000000.0,52122248.43,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1449,2012-12-08,2,6,18,30,52,56,0,,0.0,116,18517.69,8481,361.82,22336184.15,36690336.0,27000000.0,52687525.39,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1450,2012-12-12,26,27,31,38,44,45,0,,0.0,88,30888.14,7146,543.39,27343313.77,46428132.0,33000000.0,53402829.63,
1451,2012-12-15,2,10,11,33,52,57,0,,0.0,164,19191.54,12868,349.41,33141179.59,53760158.0,40000000.0,54231096.19,
1452,2012-12-18,2,14,28,50,57,58,0,,0.0,60,36504.89,5878,532.32,37175930.17,37411840.0,41000000.0,54807489.15,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1453,2012-12-20,6,13,25,32,47,57,0,,0.0,282,10734.25,14237,303.74,42752088.24,51704394.0,48000000.0,55604083.17,
1454,2012-12-22,4,27,29,41,48,52,0,,0.0,144,23883.32,11007,446.36,122411671.25,58744064.0,230000000.0,122411671.25,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1455,2012-12-31,14,32,33,36,41,52,3,APARECIDA DE GOIÂNIA/GO; FRANCA/SP; SÃO PAULO/SP,81594699.72,1368,27413.18,113258,473.01,0.0,640548924.0,2500000.0,0.0,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1456,2013-01-02,6,8,14,26,36,40,0,,0.0,24,29713.02,2685,379.41,1313627.95,12180490.0,3500000.0,187661.16,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1457,2013-01-05,15,16,34,42,46,59,0,,0.0,96,18748.79,6867,374.43,4629202.83,30743352.0,7500000.0,661314.73,
1458,2013-01-09,2,4,16,33,44,51,0,,0.0,134,15358.12,9515,308.98,8420233.24,35151968.0,13000000.0,1202890.51,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1459,2013-01-12,2,6,30,34,35,52,1,LAGES/SC,13246202.09,147,17821.85,11563,323.66,0.0,44748336.0,13000000.0,1892314.64,
1460,2013-01-16,4,14,27,38,50,52,0,,0.0,103,20925.78,7074,435.26,12296574.51,36815066.0,17000000.0,2459513.28,
1461,2013-01-19,31,36,44,47,49,54,0,,0.0,99,27077.55,6683,573.02,17234665.08,45787974.0,23000000.0,3164954.8,
1462,2013-01-23,5,9,25,27,38,40,1,SÃO PAULO/SP,22470803.48,392,7251.21,12264,331.1,0.0,48551594.0,2000000.0,3912974.58,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1463,2013-01-26,13,22,28,29,40,48,0,,0.0,46,35283.98,4520,512.97,2989852.91,27723126.0,6000000.0,4340096.43,
1464,2013-01-30,2,24,32,50,54,59,0,,0.0,76,23495.23,5570,457.97,19117004.46,30500016.0,25000000.0,4810001.0,
1465,2013-02-02,6,11,16,26,44,53,0,,0.0,117,23295.61,7939,490.45,24137821.57,46555048.0,30000000.0,5527260.6,
1466,2013-02-06,4,6,13,34,37,51,1,RIO DE JANEIRO/RJ,29873254.83,213,14617.47,15287,290.95,0.0,53181258.0,3000000.0,6346608.23,
1467,2013-02-09,23,24,26,41,52,53,1,CONTAGEM/MG,3097080.96,75,22416.97,3925,611.92,0.0,28717388.0,1500000.0,6789048.38,
1468,2013-02-13,1,2,10,19,20,37,1,VOLTA REDONDA/RJ,1542491.77,179,4677.95,6493,184.23,0.0,14302608.0,2000000.0,7009404.35,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1469,2013-02-16,4,13,35,54,56,58,0,,0.0,105,15231.81,6920,330.16,14475394.97,27317922.0,19000000.0,7430283.35,
1470,2013-02-20,2,34,36,38,51,55,2,IÚNA/ES; CÓRREGO NOVO/MG,9438162.39,172,13889.98,9203,370.85,0.0,40807202.0,3000000.0,8058987.62,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1471,2013-02-23,10,25,33,36,40,58,0,,0.0,92,17770.13,5159,452.7,3011569.17,27924488.0,6500000.0,8489211.81,
1472,2013-02-27,12,18,23,25,45,50,0,,0.0,130,13563.89,7002,359.75,6259763.9,30118576.0,10000000.0,8953239.64,
1473,2013-03-02,2,12,33,57,58,60,0,,0.0,121,18428.91,8300,383.8,10367470.95,38088322.0,15000000.0,9540054.94,
1474,2013-03-06,1,2,3,11,28,43,1,ALTO PARNAÍBA/MA,14742572.93,158,15031.99,11838,286.61,0.0,40567716.0,16000000.0,10165069.53,
1475,2013-03-09,12,13,37,44,48,51,1,COTIA/SP,16179244.6,111,20277.36,9065,354.7,0.0,38445112.0,3000000.0,10757381.79,
1476,2013-03-13,4,10,26,37,47,57,0,,0.0,58,25819.12,4681,457.01,2758568.78,25578566.0,7000000.0,11151463.06,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1477,2013-03-16,3,4,46,50,56,59,0,,0.0,58,33527.4,4036,688.3,6340706.88,33215034.0,10000000.0,11663197.09,
1478,2013-03-20,10,27,37,40,47,55,0,,0.0,56,35716.33,4924,580.28,10025127.83,34163442.0,15000000.0,12189542.95,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1479,2013-03-23,21,48,50,54,57,60,0,,0.0,59,40564.43,5006,682.98,26112714.84,40879372.0,32000000.0,12819359.12,
1480,2013-03-27,9,14,21,26,36,52,1,TERESÓPOLIS/RJ,31618202.79,151,19792.67,11395,374.68,0.0,51049112.0,2500000.0,13605857.42,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1481,2013-03-30,17,27,28,40,44,55,0,,0.0,46,28132.97,3154,586.15,2383898.76,22104474.0,5200000.0,13946414.38,
1482,2013-04-03,6,9,11,34,41,53,0,,0.0,79,20782.22,5433,431.69,5408258.78,28043090.0,9000000.0,14378465.82,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1483,2013-04-06,1,35,39,53,55,56,0,,0.0,53,38750.7,4817,609.08,9191551.17,35080218.0,13000000.0,14918936.18,
1484,2013-04-10,17,20,24,29,49,53,0,,0.0,85,25680.65,7114,438.34,24978254.24,37284786.0,30000000.0,15493371.66,SORTEIO REALIZADO EM ESTÚDIO DE TV.
1485,2013-04-13,4,27,30,36,54,59,0,,0.0,212,14575.86,12408,355.77,30670509.92,52780898.0,37000000.0,16306551.06,
