concurso,dada_sorteio,bola1,bola2,bola3,bola4,bola5,bola6,ganhadores_6_acertos,cidade_uf,rateio_6_acertos,ganhadores_5_acertos,rateio_5_acertos,ganhadores_4_acertos,rateio_4_acertos,acumulado_6_acertos,arrecadacao_total,estimativa_premio,acumulado_sorteio_especial_mega_da_virada,observacao
585,2004-07-31,12,24,33,36,39,57,1,MG,10166807.68,124,8468.35,7122,146.89,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$800.000,00."
586,2004-08-04,11,13,38,39,45,54,0,,0.0,30,15687.92,2162,216.87,823615.95,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$1.800.000,00 (HUM MILHÃO E OITOCENTOS MIL REAIS)."
587,2004-08-07,2,18,29,30,36,60,0,,0.0,36,20518.92,2436,302.09,2116308.12,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$3.000.000,00 (TRÊS MILHÕES DE REAIS)."
588,2004-08-11,11,13,45,46,53,55,0,,0.0,22,29565.71,2088,310.34,3254587.92,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$4.500.000,00 (QUATRO MILHÕES E QUINHENTOS MIL REAIS)."
589,2004-08-14,6,7,8,13,33,59,0,,0.0,152,5926.91,9005,99.66,9594559.27,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
590,2004-08-18,4,5,18,25,28,51,0,,0.0,70,14105.62,5155,190.82,11322497.59,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$14.000.000,00 (QUATORZE MILHÕES DE REAIS)."
591,2004-08-21,1,3,18,34,50,58,0,,0.0,64,18968.95,4448,271.9,13447020.1,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$16.000.000,00."
592,2004-08-25,13,14,42,47,55,59,0,,0.0,60,18664.59,5062,220.39,15406801.69,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$18.000.000,00 (DEZOITO MILHÕES DE REAIS)."
593,2004-08-28,1,25,27,29,49,59,0,,0.0,68,20265.54,5291,259.47,17818401.51,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$20.000.000,00 (VINTE MILHÕES DE REAIS)."
594,2004-09-01,10,13,29,47,53,55,0,,0.0,121,11747.7,6444,219.76,27956987.94,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$31.000.000,00 (TRINTA E UM MILHÕES DE REAIS)."
595,2004-09-04,1,2,25,43,50,54,0,,0.0,89,22736.36,7230,278.82,31498176.46,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$35.000.000,00 (TRINTA E CINCO MILHÕES DE REAIS)."
596,2004-09-08,11,14,28,43,54,60,0,,0.0,116,15749.68,6578,276.69,34695360.86,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$39.000.000,00 (TRINTA E NOVE MILHÕES DE REAIS)."
597,2004-09-11,22,27,29,40,42,56,0,,0.0,140,21650.75,10021,301.33,39999792.49,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$45.000.000,00 (Quarenta e cinco milhões de reais)."
598,2004-09-15,5,16,34,38,50,53,2,DF; RS,23179951.19,234,15531.4,19229,188.29,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$1.000.000,00."
599,2004-09-18,4,6,9,23,45,51,0,,0.0,65,10375.8,4755,141.31,15168219.08,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES DE REAIS)."
600,2004-09-22,16,18,31,34,39,54,0,,0.0,73,16062.92,4640,251.75,17220256.51,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso: R$20.000.000,00."
601,2004-09-25,10,19,22,29,30,37,0,,0.0,75,18837.59,6002,234.5,19692689.9,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$22.000.000,00 (vinte e dois milhões de reais)."
602,2004-09-29,7,13,38,46,55,60,0,,0.0,95,13988.93,6773,195.47,22018349.56,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$24.000.000,00."
603,2004-10-02,4,8,11,12,29,44,1,SP,24750883.61,233,6701.5,12565,123.8,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso: R$1.000.000,00."
604,2004-10-06,15,25,41,46,49,51,0,,0.0,15,35679.23,1422,374.94,8450325.62,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
605,2004-10-09,4,24,44,49,52,53,0,,0.0,45,23716.98,3980,267.15,10318037.87,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
606,2004-10-13,6,23,32,35,41,55,1,SP,11878491.65,43,20736.93,3770,235.63,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso: R$1.000.000,00 (HUM MILHÃO  DE REAIS)."
607,2004-10-16,6,11,19,27,41,59,0,,0.0,48,13506.67,3059,211.14,1134560.21,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$2.000.000,00 (DOIS MILHÕES DE REAIS)."
608,2004-10-20,6,13,19,24,30,37,0,,0.0,101,6267.54,5181,121.72,2242347.59,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$3.500.000,00 (TRÊS MILHÕES E QUINHENTOS MIL REAIS)."
609,2004-10-23,2,6,15,58,59,60,0,,0.0,60,13952.24,3994,208.81,8804117.7,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
610,2004-10-27,25,30,43,45,47,49,0,,0.0,62,14911.12,4044,227.75,10421973.58,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
611,2004-10-30,16,21,22,33,48,49,0,,0.0,69,16349.76,4531,248.04,12396207.89,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$14.000.000,00 (QUATORZE MILHÕES DE REAIS)."
612,2004-11-03,15,18,33,50,53,55,0,,0.0,41,22250.05,3389,268.16,13992649.1,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$16.000.000,00 (DEZESSEIS MILHÕES DE REAIS)."
613,2004-11-06,6,13,19,44,54,55,0,,0.0,108,12259.22,7101,185.76,16309642.4,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$18.000.000,00 (DEZOITO MILHÕES DE REAIS)."
614,2004-11-10,12,16,31,48,57,60,0,,0.0,53,24951.84,4127,319.23,25638073.79,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$28.000.000,00 (VINTE E OITO MILHÕES DE REAIS)."
615,2004-11-13,5,8,10,27,31,51,0,,0.0,157,11348.03,9780,181.48,28755943.65,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$31.000.000,00 (TRINTA E UM MILHÕES DE REAIS)."
616,2004-11-17,2,12,16,24,26,54,0,,0.0,90,18187.52,9236,176.56,31620478.41,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$35.000.000,00 (TRINTA E CINCO MILHÕES DE REAIS)."
617,2004-11-20,3,5,25,33,36,49,2,RJ; SP,17791387.59,289,7834.5,17341,130.08,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso: R$ 1.000.000,00."
618,2004-11-24,3,8,10,13,24,60,0,,0.0,86,6312.56,4992,108.34,950038.98,0.0,0.0,0.0,"ACUMULOU! Estimativa de prêmio (SENA) próximo concurso: R$2.000.000,00."
619,2004-11-27,8,12,14,16,19,46,0,,0.0,101,7354.06,5924,124.91,10960275.81,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$13.000.000,00 (TREZE MILHÕES DE REAIS)."
620,2004-12-01,1,3,13,22,29,32,0,,0.0,87,11707.09,5886,172.39,12742680.43,0.0,0.0,0.0,"ACUMULOU! Estimativa de prêmio (SENA) para o próximo concurso: R$15.000.000,00 (QUINZE MILHÕES DE REAIS)."
621,2004-12-04,26,29,31,49,50,57,0,,0.0,40,32904.81,3837,341.73,15046017.24,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES DE REAIS)."
622,2004-12-08,19,27,29,38,50,59,0,,0.0,49,24789.92,3560,339.92,17171752.86,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$19.000.000,00 (DEZENOVE MILHÕES DE REAIS)."
623,2004-12-11,9,23,30,42,49,55,0,,0.0,124,12236.03,6915,218.59,19826970.07,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$22.000.000,00 (VINTE E DOIS MILHÕES DE REAIS)."
624,2004-12-15,8,23,34,39,43,52,1,MG,22375180.08,108,13482.59,7284,199.16,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) para o próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
625,2004-12-18,12,24,32,40,42,59,0,,0.0,49,20777.72,4056,250.06,9935192.23,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (06 acertos) para o próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
626,2004-12-22,7,8,18,22,39,49,0,,0.0,52,21294.16,5096,216.47,11872960.59,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$14.000.000,00 (CATORZE MILHÕES DE REAIS). Informamos que não haverá sorteio das loterias nos dias 24 e 25/12/2004."
627,2004-12-29,1,13,19,45,56,58,0,,0.0,112,14270.18,8049,197.82,14669915.47,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA)próximo concurso: R$17.000.000,00. O sorteio do concurso 628 será em 05/01/2005."
628,2005-01-05,8,16,22,30,56,58,1,SP,17373966.13,76,20331.21,5510,279.37,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso: R$1.200.000,00."
629,2005-01-08,15,16,39,40,47,51,1,SE,1104456.38,15,42074.53,1865,337.13,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS)."
630,2005-01-12,12,16,20,45,53,60,0,,0.0,33,24880.69,2972,275.23,8811801.94,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
631,2005-01-15,1,20,28,32,44,47,1,PR,10579247.17,46,21955.84,3548,283.58,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso: R$1.000.000,00."
632,2005-01-19,2,19,28,48,51,54,0,,0.0,26,19697.02,1962,260.03,896214.44,0.0,0.0,0.0,"ACUMULOU! Estimativa de prêmio (SENA), próximo concurso: R$2.000.000,00 (Dois milhões de reais)."
633,2005-01-22,5,11,22,27,46,50,0,,0.0,58,11744.77,3524,192.57,2088308.43,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$3.500.000,00 (TRÊS MILHÕES E QUINHENTOS MIL REAIS)."
634,2005-01-26,10,13,24,41,42,56,0,,0.0,54,11854.27,3752,169.97,7789137.3,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS)."
635,2005-01-29,8,20,26,37,42,49,0,,0.0,58,16456.84,3646,260.8,9459506.58,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$11.000.000,00 (ONZE MILHÕES DE REAIS)."
636,2005-02-02,26,28,30,32,34,50,0,,0.0,74,12762.47,3170,296.79,11112246.45,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$ 13.000.000,00 (TREZE MILHÕES DE REAIS)."
637,2005-02-05,11,18,43,48,52,58,0,,0.0,29,38451.69,3560,312.04,13063669.53,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$15.000.000,00 - QUINZE MILHÕES DE REAIS!"
638,2005-02-12,10,11,36,41,42,50,0,,0.0,65,22677.35,4518,325.03,15643218.5,0.0,0.0,0.0,"ACUMULOU! Estimativa de prêmio (SENA) próximo concurso: R$18.000.000,00 (DEZOITO MILHÕES DE REAIS)."
639,2005-02-16,13,35,39,45,51,60,0,,0.0,72,17653.96,5473,231.37,25066531.77,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$28.000.000,00 (VINTE E OITO MILHÕES DE REAIS)."
640,2005-02-19,12,19,42,46,59,60,0,,0.0,129,14012.81,8094,222.49,28229924.76,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$31.000.000,00 (TRINTA E UM MILHÕES DE REAIS)."
641,2005-02-23,1,9,13,17,33,34,1,MG,31923289.19,366,5766.38,20840,100.89,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) para o próximo concurso: R$1.000.000,00."
642,2005-02-26,17,36,40,44,51,56,0,,0.0,28,22758.8,1988,319.34,1115180.94,0.0,0.0,0.0,"ACUMULOU!! Estimativa de prêmio (SENA) PRÓXIMO CONCURSO: R$2.000.000,00. Dois milhões de reais."
643,2005-03-02,14,24,37,40,42,45,0,,0.0,41,15663.14,2694,237.48,2239011.24,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$3.500.000,00."
644,2005-03-05,14,27,29,31,34,57,0,,0.0,81,10667.36,4433,194.17,11328156.7,0.0,0.0,0.0,"ACUMULOU!! Estimativa de prêmio (SENA) próximo concurso: R$13.000.000,00. Treze Milhões de Reais."
645,2005-03-09,3,24,48,52,53,54,0,,0.0,39,27310.11,4345,244.2,13192071.41,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$15.000.000,00 (QUINZE MILHÕES DE REAIS)."
646,2005-03-12,10,13,32,47,49,60,0,,0.0,79,16079.41,6173,205.0,15415049.93,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES DE REAIS)."
647,2005-03-16,11,12,14,19,54,56,1,SP,17603353.15,50,25009.18,5432,229.34,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) para o próximo concurso: R$1.000.000,00 (HUM MILHÃO DE REAIS)."
648,2005-03-19,5,23,29,42,45,48,3,MG; RJ; SC,361199.61,139,4454.67,4869,126.69,0.0,0.0,0.0,0.0,"Estimativa de prêmio (Sena) para o próximo concurso: R$ 1.000.000,00."
649,2005-03-23,9,24,33,41,48,54,0,,0.0,31,15748.23,2156,225.57,6720868.06,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$8.000.000,00 (OITO MILHÕES DE REAIS)."
650,2005-03-26,10,24,25,29,53,59,0,,0.0,29,24322.62,2765,254.15,7955241.21,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS)."
651,2005-03-30,26,28,39,45,48,60,0,,0.0,36,24882.92,4356,204.86,9522864.81,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$11.000.000,00 (ONZE MILHÕES DE REAIS)."
652,2005-04-02,10,18,20,24,56,57,0,,0.0,41,27383.54,3874,288.71,11487633.94,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$13.000.000,00 (TREZE MILHÕES DE REAIS)."
653,2005-04-06,5,9,19,24,31,34,0,,0.0,74,14994.32,6274,176.18,13429397.87,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$16.000.000,00 (DEZESSEIS MILHÕES DE REAIS)."
654,2005-04-09,6,10,11,40,41,56,1,MG,15767596.35,66,20244.14,4745,280.52,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 13/04/2005: R$8.000.000,00 (OITO MILHÕES DE REAIS)."
655,2005-04-13,1,26,37,39,43,48,0,,0.0,23,33457.53,2722,281.64,7808614.22,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 16/04/2005: R$9.000.000,00 (NOVE MILHÕES DE REAIS)."
656,2005-04-16,35,36,37,46,51,59,0,,0.0,24,42026.73,2623,383.08,9573736.75,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 20/04/2005: R$11.000.000,00 (ONZE MILHÕES DE REAIS)."
657,2005-04-20,16,20,33,58,59,60,1,PR,11354235.39,56,18168.36,3995,253.72,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 23/04/2005: R$1.000.000,00."
658,2005-04-23,3,6,11,20,36,41,0,,0.0,31,18418.26,2883,197.3,999190.32,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 27/04/2005: R$2.000.000,00."
659,2005-04-27,14,29,34,40,51,52,0,,0.0,22,27222.16,1390,429.22,7004050.46,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 30/04/2005: R$9.000.000,00."
660,2005-04-30,5,11,38,46,53,54,0,,0.0,58,16751.0,4204,230.23,8704277.05,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 04/05/2005: R$10.000.000,00 (Dez milhões de reais)."
661,2005-05-04,4,27,36,40,42,55,0,,0.0,64,15130.77,4211,229.09,10398923.36,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 07/05/2005: R$12.000.000,00."
662,2005-05-07,4,18,23,25,56,60,0,,0.0,79,14974.99,5525,213.31,12469215.44,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 11/05/2005: R$14.000.000,00."
663,2005-05-11,1,27,30,49,51,55,0,,0.0,64,17649.82,4020,279.93,14445995.2,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 14/05/2005: R$17.000.000,00."
664,2005-05-14,1,12,36,38,55,59,0,,0.0,74,18450.77,4971,273.62,23857740.39,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 18/05/2005: R$26.000.000,00."
665,2005-05-18,7,8,18,25,47,48,0,,0.0,185,8538.56,10055,156.51,26622098.55,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 21/05/2005: R$30.000.000,00 (TRINTA MILHÕES DE REAIS)."
666,2005-05-21,7,16,26,29,45,55,0,,0.0,77,26923.37,8122,254.29,30250022.18,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/05/2005: R$34.000.000,00."
667,2005-05-25,1,4,5,16,23,49,1,SP,34263173.55,203,11296.7,15283,149.48,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 28/05/2005: R$1.000.000,00."
668,2005-05-28,1,2,14,33,49,56,0,,0.0,53,11007.74,2814,206.54,1020967.19,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 01/06/2005: R$2.000.000,00."
669,2005-06-01,7,24,27,40,41,49,1,SP,2170216.15,32,20522.3,2427,269.57,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 04/06/2005: R$10.000.000,00."
670,2005-06-04,22,37,42,48,58,59,0,,0.0,24,43085.53,2895,355.84,10792198.93,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 08/06/2005: R$12.000.000,00."
671,2005-06-08,9,16,27,38,39,51,0,,0.0,67,16609.7,4259,260.3,12739685.49,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 11/06/2005: R$15.000.000,00."
672,2005-06-11,24,28,34,38,43,53,0,,0.0,54,24277.19,4411,296.08,15033880.01,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 15/06/2005: R$17.000.000,00. Sorteios dias 13 e 14/06 serão em Martinópolis/SP."
673,2005-06-15,6,11,20,34,37,40,0,,0.0,72,17523.73,4792,262.3,17241869.86,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 18/06/2005: R$20.000.000,00."
674,2005-06-18,18,22,29,32,38,42,0,,0.0,96,16070.11,5586,275.14,27769536.63,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 22/06/2005: R$30.000.000,00."
675,2005-06-22,24,25,30,42,43,50,0,,0.0,67,26180.7,5204,335.79,30839224.48,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 25/06/2005: R$35.000.000,00."
676,2005-06-25,9,15,32,41,42,49,0,,0.0,94,22081.78,7583,272.69,34471676.39,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 29/06/2005: R$38.000.000,00."
677,2005-06-29,8,10,25,32,48,55,0,,0.0,284,8422.82,12803,186.14,38657818.81,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 02/07/2005: R$43.000.000,00 (QUARENTA E TRÊS MILHÕES DE REAIS)."
678,2005-07-02,14,31,40,42,44,46,0,,0.0,115,28311.43,9797,331.07,44355495.36,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 06/07/2005: R$50.000.000,00 (CINQÜENTA MILHÕES DE REAIS)."
679,2005-07-06,3,21,25,37,54,58,1,RJ,51890452.61,448,9610.91,22087,194.2,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 09/07/2005: R$20.000.000,00."
680,2005-07-09,2,3,5,22,26,44,0,,0.0,188,7276.69,11222,121.45,19623257.97,0.0,0.0,0.0,"ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 13/07/2005: R$22.000.000,00."
681,2005-07-13,21,25,38,53,58,59,0,,0.0,62,23695.09,5210,280.91,22194175.2,0.0,0.0,0.0,"ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 16/07/2005: R$25.000.000,00."
682,2005-07-16,4,27,36,37,47,60,0,,0.0,62,25832.17,5647,282.55,24996965.62,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 20/07/2005: R$27.000.000,00."
683,2005-07-20,2,11,12,35,40,43,0,,0.0,79,19666.04,5680,272.49,27715795.78,0.0,0.0,0.0,"ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 23/07/2005: R$31.000.000,00."
684,2005-07-23,17,19,33,37,40,50,0,,0.0,81,22483.66,7103,255.42,40669733.33,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 27/07/2005: R$44.000.000,00."
685,2005-07-27,5,12,27,33,43,56,1,SP,44331219.78,347,6029.62,15404,135.32,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 30/07/2005: R$1.000.000,00."
686,2005-07-30,4,5,15,26,33,54,0,,0.0,47,15221.72,3901,182.71,1251986.54,0.0,0.0,0.0,"ACUMULOU! Estimativa de prêmio (sena) para o  próximo concurso, a ser realizado em 03/08/2005: R$2.000.000,00."
687,2005-08-03,1,7,14,41,48,59,0,,0.0,28,25839.62,2887,249.66,2518128.16,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 06/08/2005: R$4.000.000,00."
688,2005-08-06,11,21,30,35,47,52,0,,0.0,38,23920.89,2757,328.45,4108867.61,0.0,0.0,0.0,"ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 10/08/2005: R$5.500.000,00."
689,2005-08-10,6,7,31,49,51,60,0,,0.0,29,30336.11,2998,292.33,12298361.58,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 13/08/2005: R$14.000.000,00."
690,2005-08-13,8,12,15,41,47,53,0,,0.0,90,13225.5,5446,217.74,14381378.18,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 17/08/2005: R$16.000.000,00."
691,2005-08-17,8,16,37,50,55,58,0,,0.0,54,20629.58,3896,284.85,16330873.12,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 20/08/2005: R$19.000.000,00."
692,2005-08-20,11,18,33,57,58,60,0,,0.0,71,18365.13,4995,260.06,18612740.26,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 24/082005: R$21.000.000,00."
693,2005-08-24,13,14,17,31,41,50,0,,0.0,152,8909.82,7170,188.18,20982752.64,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 27/08/2005: R$24.000.000,00."
694,2005-08-27,15,19,29,37,41,53,0,,0.0,114,13859.26,7087,222.1,31925755.05,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 31/08/2005: R$34.000.000,00."
695,2005-08-31,6,11,13,21,40,52,0,,0.0,76,22217.91,6333,265.62,34880737.54,0.0,0.0,0.0,"ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/09/2005: R$39.000.000,00."
696,2005-09-03,9,16,34,37,53,57,2,MA; MG,19251302.49,195,10613.53,10814,190.66,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 10/09/2005: R$1.500.000,00."
697,2005-09-10,28,31,32,35,51,53,0,,0.0,27,33337.57,2895,309.74,1575200.44,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 14/09/2005: R$3.000.000,00."
