concurso,dada_sorteio,bola1,bola2,bola3,bola4,bola5,ganhadores_5_acertos,cidade_uf,rateio_5_acertos,ganhadores_4_acertos,rateio_4_acertos,ganhadores_3_acertos,rateio_3_acertos,ganhadores_2_acertos,rateio_2_acertos,acumulado_5_acertos,arrecadacao_total,estimativa_premio,acumulado_sorteio_especial_quina_de_sao_joao,observacao
216,1996-07-04,31,32,34,54,59,0,,0.0,116,2358.0,8065,45.22,0,0.0,273527.99,0.0,0.0,0.0,
217,1996-07-07,8,41,56,65,74,3,,236148.44,390,1115.17,15978,36.29,0,0.0,0.0,0.0,0.0,0.0,
218,1996-07-11,17,26,31,33,63,1,,294327.81,235,1252.46,11982,32.75,0,0.0,0.0,0.0,0.0,0.0,
219,1996-07-14,3,19,32,59,63,10,,38900.36,761,511.17,23927,21.68,0,0.0,0.0,0.0,0.0,0.0,
220,1996-07-18,19,35,38,39,78,3,,91125.86,241,1134.35,12494,29.17,0,0.0,0.0,0.0,0.0,0.0,
221,1996-07-21,45,69,72,77,79,2,,189485.86,314,1206.92,12979,38.93,0,0.0,0.0,0.0,0.0,0.0,
222,1996-07-25,3,24,27,58,69,3,,90014.12,337,801.32,13480,26.71,0,0.0,0.0,0.0,0.0,0.0,
223,1996-07-28,10,21,43,64,68,3,,119548.83,332,1080.26,15150,31.57,0,0.0,0.0,0.0,0.0,0.0,
224,1996-08-01,18,41,58,62,73,1,,261243.97,132,1979.12,7141,48.78,0,0.0,0.0,0.0,0.0,0.0,
225,1996-08-04,16,34,37,42,70,1,,369962.58,309,1197.29,14377,34.31,0,0.0,0.0,0.0,0.0,0.0,
226,1996-08-08,17,24,50,56,66,1,,282705.57,247,1144.56,11255,33.49,0,0.0,0.0,0.0,0.0,0.0,
227,1996-08-11,19,23,32,38,61,3,,130722.3,382,1026.62,18613,28.1,0,0.0,0.0,0.0,0.0,0.0,
228,1996-08-15,12,23,50,52,55,2,,141032.42,168,1678.96,10073,37.34,0,0.0,0.0,0.0,0.0,0.0,
229,1996-08-18,7,60,62,67,74,5,,78724.91,262,1502.39,13169,39.86,0,0.0,0.0,0.0,0.0,0.0,
230,1996-08-22,14,27,41,68,78,3,,93854.98,255,1104.18,10600,35.42,0,0.0,0.0,0.0,0.0,0.0,
231,1996-08-25,3,28,41,58,75,1,,393690.24,315,1249.81,13657,38.43,0,0.0,0.0,0.0,0.0,0.0,
232,1996-08-29,27,34,35,42,62,0,,0.0,259,1072.74,11297,32.79,0,0.0,0.0,0.0,0.0,0.0,
233,1996-09-01,49,55,56,68,71,4,,170336.32,222,1817.6,11997,44.85,0,0.0,0.0,0.0,0.0,0.0,
234,1996-09-05,27,29,34,64,73,1,,289194.31,271,1067.14,11421,33.77,0,0.0,0.0,0.0,0.0,0.0,
235,1996-09-08,17,27,35,54,76,1,,389035.71,558,697.2,20623,25.16,0,0.0,0.0,0.0,0.0,0.0,
236,1996-09-12,14,26,51,55,64,1,,295432.23,184,1605.61,9065,43.45,0,0.0,0.0,0.0,0.0,0.0,
237,1996-09-15,14,26,36,37,69,2,,199234.09,315,1264.98,17514,30.34,0,0.0,0.0,0.0,0.0,0.0,
238,1996-09-19,25,27,55,61,69,0,,0.0,167,1741.88,9088,42.68,0,0.0,290892.85,0.0,0.0,0.0,
239,1996-09-22,17,60,67,74,75,1,,694732.76,337,1198.34,15021,35.84,0,0.0,0.0,0.0,0.0,0.0,
240,1996-09-26,30,35,49,51,69,0,,0.0,174,1656.33,7421,51.78,0,0.0,288200.92,0.0,0.0,0.0,
241,1996-09-29,2,16,32,63,67,4,,171748.94,421,947.26,17860,29.78,0,0.0,0.0,0.0,0.0,0.0,
242,1996-10-06,22,34,36,42,62,2,,217447.19,415,1047.94,18937,30.62,0,0.0,0.0,0.0,0.0,0.0,
243,1996-10-10,2,4,55,60,65,1,,291620.11,193,1510.99,9980,38.96,0,0.0,0.0,0.0,0.0,0.0,
244,1996-10-13,5,8,31,32,41,2,,185968.43,482,771.66,18645,26.6,0,0.0,0.0,0.0,0.0,0.0,
245,1996-10-17,16,25,27,28,69,2,,143524.08,341,841.78,15937,24.01,0,0.0,0.0,0.0,0.0,0.0,
246,1996-10-20,22,61,63,66,80,2,,187273.94,187,2002.93,10727,46.55,0,0.0,0.0,0.0,0.0,0.0,
247,1996-10-24,3,5,22,30,60,4,,71328.48,388,735.35,15710,24.22,0,0.0,0.0,0.0,0.0,0.0,
248,1996-10-27,5,50,56,60,62,5,,74541.29,367,1015.55,13340,37.25,0,0.0,0.0,0.0,0.0,0.0,
249,1996-10-31,9,50,63,67,76,1,,277185.31,190,1458.87,9877,37.42,0,0.0,0.0,0.0,0.0,0.0,
250,1996-11-03,43,51,75,79,80,0,,0.0,244,1474.16,11163,42.96,0,0.0,359695.17,0.0,0.0,0.0,
251,1996-11-07,20,37,46,61,74,0,,0.0,166,2169.25,8975,53.5,0,0.0,719790.25,0.0,0.0,0.0,
252,1996-11-10,8,14,43,65,76,4,,292741.31,565,798.54,21817,27.58,0,0.0,0.0,0.0,0.0,0.0,
253,1996-11-17,7,21,54,62,77,5,,95920.26,418,1147.37,18564,34.44,0,0.0,0.0,0.0,0.0,0.0,
254,1996-11-21,21,38,52,60,66,1,,291850.85,254,1149.02,10108,38.5,0,0.0,0.0,0.0,0.0,0.0,
255,1996-11-24,11,46,55,75,78,0,,0.0,260,1464.85,12410,40.92,0,0.0,380860.98,0.0,0.0,0.0,
256,1996-11-28,4,6,18,40,74,4,,186227.7,479,760.02,19943,24.34,0,0.0,0.0,0.0,0.0,0.0,
257,1996-12-01,24,26,37,48,71,0,,0.0,282,1354.46,15227,33.44,0,0.0,381955.96,0.0,0.0,0.0,
258,1996-12-05,3,35,39,63,69,4,,194342.15,588,672.47,19713,26.74,0,0.0,0.0,0.0,0.0,0.0,PR (Cantagalo) - RJ (Capital) - SP (Capital e Franca)
259,1996-12-08,6,21,22,52,74,2,,213935.78,359,1191.85,15928,35.82,0,0.0,0.0,0.0,0.0,0.0,GANHADORES - DF - Brasilia  /  BA - Salvador
260,1996-12-12,16,19,21,23,32,3,,108717.92,738,441.94,23028,18.88,0,0.0,0.0,0.0,0.0,0.0,PR (Arapongas) - DF (Brasilia) - BA (Salvador)
261,1996-12-15,2,10,29,33,54,0,,0.0,610,670.3,22333,24.41,0,0.0,408883.89,0.0,0.0,0.0,
262,1996-12-19,13,61,65,67,79,1,,825443.78,339,1228.79,15088,36.81,0,0.0,0.0,0.0,0.0,0.0,Ganhador do estado de São Paulo
263,1996-12-22,32,63,66,76,77,2,,206553.37,285,1449.5,13423,41.04,0,0.0,0.0,0.0,0.0,0.0,Ganhadores dos Estados de BA e SP.
264,1996-12-29,23,25,29,52,55,4,,113219.9,593,763.71,21712,27.82,0,0.0,0.0,0.0,0.0,0.0,GANHADORES NOS ESTADOS BA - RJ - SC - SP
265,1997-01-05,26,37,39,66,71,3,,143546.9,233,1848.24,14442,39.76,0,0.0,0.0,0.0,0.0,0.0,GANHADORES 2 SAO PAULO 1 SANTA CATARINA
266,1997-01-09,21,28,51,65,69,1,,308277.51,168,1834.98,8671,47.4,0,0.0,0.0,0.0,0.0,0.0,"Ganhador da cidade de Feira de Santana, Estado da Bahia."
267,1997-01-12,8,27,44,66,75,3,,129980.86,440,886.23,16848,30.86,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores dos estados de GO, MGe SP."
268,1997-01-16,39,51,57,75,76,2,,152236.66,207,1470.89,10128,40.09,0,0.0,0.0,0.0,0.0,0.0,GANHADORES - RJ - Cabo Frio  /  AL - Maceio
269,1997-01-19,7,22,23,50,76,0,,0.0,298,1270.67,13738,36.75,0,0.0,0.0,0.0,0.0,0.0,
270,1997-01-23,14,21,33,34,45,4,,184402.7,355,1011.13,16204,29.49,0,0.0,0.0,0.0,0.0,0.0,GANHADORES - AL - DF - PB - SP
271,1997-01-26,3,11,24,54,65,6,,63435.25,440,865.03,20196,25.08,0,0.0,0.0,0.0,0.0,0.0,GANHADORES -  3 SP - BA - CE - RS
272,1997-01-30,3,14,22,32,41,0,,0.0,384,779.26,17065,23.34,0,0.0,299234.91,0.0,0.0,0.0,
273,1997-02-02,13,15,25,39,44,6,,116702.4,656,611.25,26521,20.12,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores dos estados: MG, RJ, 2PE e 2SP."
274,1997-02-06,15,52,55,62,79,1,,311951.1,165,1890.61,9502,43.7,0,0.0,0.0,0.0,0.0,0.0,
275,1997-02-09,13,22,29,68,72,3,,118970.76,314,1136.66,13836,34.34,0,0.0,0.0,0.0,0.0,0.0,Ganhadores 2 SP (Capital) - 1 RJ (Capital)
276,1997-02-16,13,17,23,49,71,10,,41448.3,617,671.77,23892,23.09,0,0.0,0.0,0.0,0.0,0.0,GANHADORES  4 SP - 3 RJ - BA - RS - MS
277,1997-02-20,26,32,38,68,72,2,,148832.0,231,1288.59,9688,40.89,0,0.0,0.0,0.0,0.0,0.0,Ganhadores das cidades de Guarulhos/SP e Indaial/SC
278,1997-02-23,5,10,21,51,58,2,,190141.22,543,700.33,20440,24.77,0,0.0,0.0,0.0,0.0,0.0,
279,1997-02-27,2,20,39,53,60,2,,145979.13,250,1167.84,10551,36.82,0,0.0,0.0,0.0,0.0,0.0,Ganhadores dos estados: PR e RJ.
280,1997-03-02,16,18,46,56,80,3,,124057.97,411,905.53,18312,27.05,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores dos Estados: CE, MG e SP."
281,1997-03-06,23,41,46,53,71,2,,147048.59,166,1771.67,8072,48.49,0,0.0,0.0,0.0,0.0,0.0,Ganhadores das cidades de Osasco/SP e Goiania/GO.
282,1997-03-09,20,48,50,75,76,4,,97784.71,168,2328.21,10209,50.98,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores das cidades de Belo Horizonte/MG (02), Rio Grande da Serra/SP e São Raimundo Nonato/PI."
283,1997-03-13,25,46,52,61,74,2,,150407.82,217,1386.25,9547,41.93,0,0.0,0.0,0.0,0.0,0.0,Ganhadores dos Estados: RS e SP
284,1997-03-16,9,23,56,64,73,5,,77021.05,490,785.93,18200,28.16,0,0.0,0.0,0.0,0.0,0.0,GANHADORES - 3 SP  -  RJ  -  MG
285,1997-03-20,7,13,37,56,64,9,,32486.27,632,462.62,19718,19.74,0,0.0,0.0,0.0,0.0,0.0,GANHADORES NOS ESTADOS: ES - MA - MG - RJ - 5SP
286,1997-03-23,2,18,64,67,77,3,,128080.29,293,1311.41,14301,35.75,0,0.0,0.0,0.0,0.0,0.0,
287,1997-03-30,11,28,60,61,71,1,,385421.34,217,1776.14,10991,46.67,0,0.0,0.0,0.0,0.0,0.0,01 Ganhador do Estado de São Paulo
288,1997-04-03,2,13,27,78,80,1,,292559.94,411,711.83,16774,23.22,0,0.0,0.0,0.0,0.0,0.0,Ganhador do estado de SP.
289,1997-04-06,4,69,70,72,80,2,,189545.49,348,1089.34,14224,35.47,0,0.0,0.0,0.0,0.0,0.0,GANHADORES - AM (Manaus)  -  PR ( Curitiba)
290,1997-04-10,5,6,55,70,73,0,,0.0,284,1061.81,12289,32.66,0,0.0,301554.61,0.0,0.0,0.0,
291,1997-04-13,5,34,45,49,58,2,,356775.47,427,964.86,18331,29.92,0,0.0,0.0,0.0,0.0,0.0,Ganhadores dos Estados: SP e MG.
292,1997-04-17,4,42,67,74,75,3,,100035.5,272,1103.33,11745,34.01,0,0.0,0.0,0.0,0.0,0.0,GANHADORES - SP - Barra Bonita - Osasco - Santo Andre
293,1997-04-20,4,41,49,55,80,4,,94367.14,319,1183.29,14052,35.75,0,0.0,0.0,0.0,0.0,0.0,GANHADORES -  RJ  /  SP  /  DF  /  ES
294,1997-04-27,17,20,43,68,74,5,,94624.22,426,1110.61,17656,35.66,0,0.0,0.0,0.0,0.0,0.0,Ganhadores dos estados: 2DF/1PI/1SC/1SP.
295,1997-05-04,10,20,29,65,76,2,,217346.91,302,1439.39,14921,38.78,0,0.0,0.0,0.0,0.0,0.0,
296,1997-05-08,1,21,50,55,68,1,,282583.02,145,1948.85,9466,39.74,0,0.0,0.0,0.0,0.0,0.0,
297,1997-05-11,25,52,53,58,78,1,,379023.99,277,1368.32,13292,37.95,0,0.0,0.0,0.0,0.0,0.0,
298,1997-05-15,6,17,31,40,66,2,,141626.24,276,1026.28,11379,33.13,0,0.0,0.0,0.0,0.0,0.0,
299,1997-05-18,11,25,29,52,53,10,,36915.6,644,573.23,23344,21.05,0,0.0,0.0,0.0,0.0,0.0,
300,1997-05-22,8,19,20,28,34,4,,70539.11,482,585.39,18669,20.11,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores dos Estados da Bahia, Rio de Janeiro, Rio Grande do Sul e São Paulo."
301,1997-05-25,44,46,53,59,65,0,,0.0,329,1140.21,12985,38.45,0,0.0,375127.56,0.0,0.0,0.0,
302,1997-06-01,7,30,51,52,69,0,,0.0,431,1224.54,17524,40.08,0,0.0,902903.12,0.0,0.0,0.0,
303,1997-06-05,28,48,50,64,71,1,,1309114.71,218,1863.36,10914,49.54,0,0.0,0.0,0.0,0.0,0.0,
304,1997-06-08,3,22,42,71,79,2,,199243.19,270,1475.88,13333,39.78,0,0.0,0.0,0.0,0.0,0.0,
305,1997-06-12,6,16,31,36,53,4,,76932.52,343,897.17,15181,26.98,0,0.0,0.0,0.0,0.0,0.0,
306,1997-06-15,9,28,34,40,42,3,,129021.52,402,962.85,16382,31.44,0,0.0,0.0,0.0,0.0,0.0,
307,1997-06-19,10,27,29,61,66,0,,0.0,215,1406.21,11101,36.24,0,0.0,302334.8,0.0,0.0,0.0,
308,1997-06-22,13,14,16,21,69,8,,88571.28,576,705.27,24781,21.82,0,0.0,0.0,0.0,0.0,0.0,
309,1997-06-26,16,26,37,40,62,2,,141774.71,160,1772.19,8796,42.9,0,0.0,0.0,0.0,0.0,0.0,
310,1997-06-29,1,14,49,71,74,2,,193609.41,294,1317.07,12767,40.36,0,0.0,0.0,0.0,0.0,0.0,
311,1997-07-03,29,46,53,63,68,2,,148691.29,371,801.57,12866,30.76,0,0.0,0.0,0.0,0.0,0.0,
312,1997-07-06,6,29,36,44,68,4,,97871.27,567,690.45,19430,26.81,0,0.0,0.0,0.0,0.0,0.0,
313,1997-07-10,28,30,54,67,74,2,,155820.45,218,1429.54,10086,41.12,0,0.0,0.0,0.0,0.0,0.0,
314,1997-07-13,7,10,18,57,74,3,,130012.89,451,864.83,21029,24.69,0,0.0,0.0,0.0,0.0,0.0,
315,1997-07-17,12,19,33,44,67,5,,62924.57,455,691.48,17447,24.0,0,0.0,0.0,0.0,0.0,0.0,
316,1997-07-20,27,28,50,65,76,0,,0.0,215,1801.62,11402,45.2,0,0.0,387348.43,0.0,0.0,0.0,
317,1997-07-24,2,8,36,45,64,7,,113049.79,482,838.18,20485,26.25,0,0.0,0.0,0.0,0.0,0.0,
318,1997-07-27,22,26,34,39,40,2,,198806.79,367,1083.42,14891,35.54,0,0.0,0.0,0.0,0.0,0.0,GANHADORES - MG - MUNHUACU - B.HORIZONTE
319,1997-07-31,1,21,33,39,48,3,,102816.13,244,1264.13,11936,34.4,0,0.0,0.0,0.0,0.0,0.0,
320,1997-08-03,3,4,7,14,39,8,,49425.53,986,401.02,33461,15.72,0,0.0,0.0,0.0,0.0,0.0,GANHADORES: 2 BA  -  PA  -  3 RJ  -  2 SP
321,1997-08-07,18,21,23,54,74,1,,342317.03,364,940.43,15648,29.12,0,0.0,0.0,0.0,0.0,0.0,GANHADOR -  GO (ACRIUNA)
322,1997-08-10,10,25,33,43,68,2,,207909.39,408,1019.16,19240,28.77,0,0.0,0.0,0.0,0.0,0.0,
323,1997-08-14,32,34,52,68,73,2,,174785.34,269,1299.52,12222,38.06,0,0.0,0.0,0.0,0.0,0.0,GANHADORES - PR/RJ
324,1997-08-17,42,56,61,76,79,1,,406152.12,314,1293.48,12665,42.68,0,0.0,0.0,0.0,0.0,0.0,GANHADOR - MG
325,1997-08-21,2,7,9,27,59,3,,113694.17,922,369.94,26973,16.83,0,0.0,0.0,0.0,0.0,0.0,
326,1997-08-24,5,6,12,50,61,3,,136138.12,608,671.74,22029,24.68,0,0.0,0.0,0.0,0.0,0.0,GANHADORES: 2 SP  -  PE
327,1997-08-28,3,10,35,47,59,3,,110851.05,498,667.78,19351,22.88,0,0.0,0.0,0.0,0.0,0.0,Ganhadores do Estado do Rio de Janeiro.
328,1997-08-31,17,23,52,70,71,5,,79149.91,385,1027.92,15212,34.63,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores dos Estados de Alagoas, Mato Grosso, 2 do Rio de Janeiro e Rio Grande do Sul"
329,1997-09-04,7,12,36,39,50,4,,84492.1,407,830.39,16738,26.88,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores dos Estados da Bahia, Minas Gerais, Rio de Janeiro e SÒo Paulo."
330,1997-09-07,6,7,9,36,45,4,,101948.8,837,487.21,32501,16.7,0,0.0,0.0,0.0,0.0,0.0,"Os ganhadores de QUINA sÒo dos estados do Cearß, Pernambuco e 2 de SÒo Paulo"
331,1997-09-11,53,57,62,70,78,2,,172493.53,212,1627.3,9360,49.05,0,0.0,0.0,0.0,0.0,0.0,Ganhadores da QUINA dos Estados do Rio de Janeiro e Santa Catarina.
332,1997-09-14,24,25,34,50,65,1,,411088.36,242,1698.72,14094,38.82,0,0.0,0.0,0.0,0.0,0.0,Ganhador da QUINA do Estado da Bahia.
333,1997-09-19,1,3,18,46,64,2,,171189.81,510,671.33,20288,22.46,0,0.0,0.0,0.0,0.0,0.0,Ganhadores da QUINA foram dos Estados do Rio Grande do Sul  e SÒo Paulo.
334,1997-09-21,15,20,23,78,79,0,,0.0,244,1631.06,13254,39.96,0,0.0,397979.34,0.0,0.0,0.0,
335,1997-09-25,9,16,20,34,53,2,,406746.5,510,814.73,20535,26.93,0,0.0,0.0,0.0,0.0,0.0,Ganhadores da QUINA do Estado de SÒo Paulo.
336,1997-09-28,42,54,55,70,74,1,,390679.65,220,1775.82,11058,47.02,0,0.0,0.0,0.0,0.0,0.0,Ganhador da QUINA do Estado do CEAR-.
337,1997-10-02,1,20,40,42,75,1,,339945.04,244,1393.22,10976,41.22,0,0.0,0.0,0.0,0.0,0.0,Ganhador da QUINA do Estado do PiauÝ.
338,1997-10-05,3,7,10,23,43,15,,26552.07,1320,301.73,38777,13.68,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores da QUINA dos Estados: 1BA, 1MG, 1PA, 1PB, 3PR, 3RJ, 2SC e 3SP."
339,1997-10-09,2,3,45,49,60,2,,176952.86,263,1345.65,13644,34.52,0,0.0,0.0,0.0,0.0,0.0,Ganhadores da QUINA do Estado de SÒo Paulo.
340,1997-10-12,4,6,35,64,65,3,,131594.31,387,1020.11,16528,31.79,0,0.0,0.0,0.0,0.0,0.0,"GANHADORES DA QUINA: MINAS GERAIS, PERNAMBUCO E RIO DE JANEIRO"
341,1997-10-16,27,32,54,57,80,4,,81831.74,374,907.3,15139,29.84,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores da QUINA dos Estados do Rio de Janeiro, Santa Catarina e 2 em SÒo Paulo."
342,1997-10-19,1,9,51,59,74,2,,193474.84,318,1216.82,14292,36.03,0,0.0,0.0,0.0,0.0,0.0,
343,1997-10-23,13,16,18,21,36,10,,33902.17,842,402.64,26076,17.31,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores da QUINA dos Estados: 1 Bahia, 3 Minas Gerais, 3 Rio de Janeiro e 3 SÒo Paulo."
344,1997-10-26,4,27,44,61,71,0,,0.0,292,1295.83,13870,36.31,0,0.0,378381.46,0.0,0.0,0.0,
345,1997-10-30,21,22,40,51,74,1,,764729.8,234,1651.06,11384,45.16,0,0.0,0.0,0.0,0.0,0.0,Ganhador da QUINA do Estado de SÒo Paulo.
346,1997-11-02,14,35,53,64,77,7,,53643.43,439,855.36,16935,29.52,0,0.0,0.0,0.0,0.0,0.0,"GANHADORES DA QUINA : CEARA, 2 MINAS GERAIS, MATO GROSSO DO SUL, 3 SAO PAULO."
347,1997-11-06,16,25,27,33,74,1,,344400.61,325,1059.69,16347,28.04,0,0.0,0.0,0.0,0.0,0.0,O GANHADOR DA QUINA + DO PARAN- - CIDADE DE UMUARAMA
348,1997-11-09,14,22,24,59,72,1,,393942.36,270,1459.05,13752,38.13,0,0.0,0.0,0.0,0.0,0.0,O GANHADOR DA QUINA + DE S+O PAULO - Sorocaba.
349,1997-11-13,15,23,25,29,71,4,,85298.53,461,740.12,18378,24.72,0,0.0,0.0,0.0,0.0,0.0,"OS GANHADORES DA QUINA S+O DE: BRAS-LIA, 2 MINAS GERAIS e S+O PAULO."
350,1997-11-16,6,18,42,56,72,7,,51901.92,438,829.48,16357,29.56,0,0.0,0.0,0.0,0.0,0.0,"GANHADORES:  BAHIA=2, MINAS GERAIS=1, RIO DE JANEIRO=1 e S+O PAULO=3"
351,1997-11-20,12,36,38,50,53,0,,0.0,310,1102.04,14840,30.63,0,0.0,341630.36,0.0,0.0,0.0,A QUINA EST- ACUMULADA ! ! !
352,1997-11-23,2,28,51,53,77,3,,256078.74,343,1243.75,14959,37.96,0,0.0,0.0,0.0,0.0,0.0,"ESTADOS CONTEMPLADOS DE QUINAS: ESPIRITO SANTOS, PARANA E SANTA CATARINA."
353,1997-11-27,1,21,46,56,79,0,,0.0,228,1464.87,10758,41.32,0,0.0,333990.39,0.0,0.0,0.0,A QUINA EST- ACUMULADA
354,1997-11-30,3,16,32,37,50,3,,254074.17,608,704.33,22085,25.81,0,0.0,0.0,0.0,0.0,0.0,GANHADORES DAS QUINAS: RIO DE JANEIRO E 2 S+O PAULO.
355,1997-12-04,8,22,48,59,76,0,,0.0,313,1129.03,13209,35.6,0,0.0,353384.29,0.0,0.0,0.0,A QUINA EST- ACUMULADA
356,1997-12-07,18,35,37,50,54,3,,266401.95,454,981.99,20536,28.9,0,0.0,0.0,0.0,0.0,0.0,"ESTADOS CONTEMPLADOS COM QUINAS: PARAN-, S+O PAULO E SERGIPE."
357,1997-12-11,3,33,44,77,78,1,,353878.19,355,996.84,16181,29.11,0,0.0,0.0,0.0,0.0,0.0,Ganhador da QUINA do Estado de Minas Gerais.
358,1997-12-14,11,29,42,63,72,5,,79459.21,450,882.88,15972,33.11,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores da QUINA dos Estados do Cearß, Distrito Federal, Minas Gerais, Piaui e Rio de Janeiro."
359,1997-12-18,12,33,51,60,80,4,,87292.09,266,1312.67,11970,38.33,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores da QUINA dos Estados de EspÝrito Santo, Rio de Janeiro e 2 de Minas Gerais."
360,1997-12-21,11,46,49,60,71,1,,397458.16,206,1929.41,11280,46.89,0,0.0,0.0,0.0,0.0,0.0,Ganhador da QUINA do Estado de Minas Gerais.
361,1997-12-28,20,40,59,68,80,1,,426158.56,224,1902.49,11832,47.93,0,0.0,0.0,0.0,0.0,0.0,Ganhador da QUINA do Estado do Rio de Janeiro.
362,1998-01-04,17,50,69,73,76,1,,421167.47,301,1399.23,13704,40.9,0,0.0,0.0,0.0,0.0,0.0,Ganhador da QUINA do Estado da Bahia.
363,1998-01-08,17,31,51,60,74,1,,321101.08,195,1646.67,9931,43.03,0,0.0,0.0,0.0,0.0,0.0,O ganhador da QUINA é do Estado do Pará.
364,1998-01-11,3,25,30,32,62,3,,124604.98,461,810.88,19751,25.19,0,0.0,0.0,0.0,0.0,0.0,Ganhadores da QUINA dos Estados de SÒo Paulo e Rio de Janeiro e Distrito Federal.
365,1998-01-15,10,31,37,61,74,4,,82703.17,262,1262.64,11165,39.44,0,0.0,0.0,0.0,0.0,0.0,Ganhadores da QUINA dos Estados do Rio de Janeiro e 3 de SÒo Paulo.
366,1998-01-18,7,10,32,54,59,1,,364886.3,462,789.8,17209,28.22,0,0.0,0.0,0.0,0.0,0.0,Ganhador da QUINA do Estado de SÒo Paulo.
367,1998-01-22,41,58,61,66,80,0,,0.0,196,1689.46,9723,45.32,0,0.0,331134.46,0.0,0.0,0.0,
368,1998-01-25,6,11,43,46,58,5,,148443.08,429,958.23,18061,30.29,0,0.0,0.0,0.0,0.0,0.0,"Ganhadores da QUINA do Distrito Federal, Paranß, Rio de Janeiro e 2 de SÒo Paulo."
369,1998-01-29,6,28,32,51,80,3,,107318.38,245,1314.1,11578,37.01,0,0.0,0.0,0.0,0.0,0.0,"03 GANHADORES: PERNAMBUCO, SANTA CATARINA E S+O PAULO."
370,1998-02-01,12,14,26,27,75,5,,73521.6,408,901.0,18992,25.76,0,0.0,0.0,0.0,0.0,0.0,Estados contemplados com QUINA: 04 RIO DE JANEIRO e 01 S+O PAULO.
371,1998-02-05,9,30,38,56,76,2,,163874.95,270,1213.89,12048,36.2,0,0.0,0.0,0.0,0.0,0.0,2 GANHADORES DO ESTADO DE S+O PAULO.
372,1998-02-08,1,12,49,55,76,0,,0.0,303,1257.51,13451,37.7,0,0.0,381027.03,0.0,0.0,0.0,A QUINA EST- ACUMULADA.
373,1998-02-12,16,26,36,41,78,0,,0.0,224,1831.97,12380,44.12,0,0.0,791387.12,0.0,0.0,0.0,
374,1998-02-15,27,44,45,56,71,2,,635598.17,417,1150.62,20573,31.04,0,0.0,0.0,0.0,0.0,0.0,Ganhadores da QUINA dos Estados do Rio de Janeiro e SÒo Paulo.
375,1998-02-19,2,12,14,16,29,6,,57991.71,827,420.74,25311,18.3,0,0.0,0.0,0.0,0.0,0.0,"GANHADORES DE QUINA: BAHIA, SANTA CATARINA=2 E S+O PAULO=3."
376,1998-02-22,1,17,47,68,71,2,,181122.19,387,936.03,15925,30.27,0,0.0,0.0,0.0,0.0,0.0,ESTADOS CONTEMPLADOS COM QUINAS: GOIAS E S+O PAULO
377,1998-03-01,4,19,48,76,80,4,,108233.17,563,768.98,21092,27.32,0,0.0,0.0,0.0,0.0,0.0,"GANHADORES DE QUINA:  PARA, SERGIPE e S+O PAULO=2"
378,1998-03-05,5,16,34,40,73,0,,0.0,267,1260.31,13904,32.21,0,0.0,336503.58,0.0,0.0,0.0,A QUINA EST- ACUMULADA ! ! !
379,1998-03-08,11,29,36,38,67,1,,768559.13,375,1152.15,17539,32.79,0,0.0,0.0,0.0,0.0,0.0,O GANHADOR DA QUINA + DE:  PERNAMBUCO
380,1997-03-12,1,7,28,48,73,1,,345731.72,324,1067.08,15161,30.35,0,0.0,0.0,0.0,0.0,0.0,GANHADOR DA QUINA: RIO DE JANEIRO
381,1998-03-15,7,15,45,53,66,5,,78248.47,489,800.09,19214,27.1,0,0.0,0.0,0.0,0.0,0.0,"ESTADOS CONTEMPLADOS COM QUINA: 02 RIO DE JANEIRO, 01 RIO GRANDE DO NORTE E 02 S+O PAULO."
382,1998-03-19,4,17,19,51,62,2,,167682.47,357,939.4,17627,25.32,0,0.0,0.0,0.0,0.0,0.0,S+O PAULO = 2
383,1998-03-22,1,2,4,6,28,19,,19774.28,2611,143.9,33317,15.0,0,0.0,0.0,0.0,0.0,0.0,"GAN. DE QUINA: GO=1, MG=2, PR=2, RJ=3, RS=1, SC=1 E SP=9."
384,1998-03-26,36,50,55,58,75,2,,163072.01,241,1353.29,11140,38.97,0,0.0,0.0,0.0,0.0,0.0,ESTADOS CONTEMPLADOS COM QUINAS: DISTRITO FEDERAL E S+O PAULO.
385,1998-03-29,18,29,35,63,68,2,,183017.61,529,691.94,18021,27.03,0,0.0,0.0,0.0,0.0,0.0,ESTADOS CONTEMPLADOS COM QUINAS: MINAS GERAIS E RIO DE JANEIRO.
386,1998-03-31,15,17,18,25,44,2,,88473.33,268,660.25,11697,20.13,0,0.0,0.0,0.0,0.0,0.0,RIO DE JANEIRO=1 e S+O PAULO=1
