concurso,dada_sorteio,bola1,bola2,bola3,bola4,bola5,ganhadores_5_acertos,cidade_uf,rateio_5_acertos,ganhadores_4_acertos,rateio_4_acertos,ganhadores_3_acertos,rateio_3_acertos,ganhadores_2_acertos,rateio_2_acertos,acumulado_5_acertos,arrecadacao_total,estimativa_premio,acumulado_sorteio_especial_quina_de_sao_joao,observacao
839,2001-05-03,46,50,62,69,70,0,,0.0,172,1660.39,7777,48.78,0,0.0,285586.9,0.0,0.0,0.0,Estimativa prêmio próximo concurso(quina)R$700MIL.
840,2001-05-05,2,12,35,55,56,2,RO; SP,342479.95,475,840.79,19282,27.52,0,0.0,0.0,0.0,0.0,0.0,PREVISÃO DE PRÊMIO (QUINA) PRÓXIMO CONCURSO: R$ 250 MIL .
841,2001-05-08,12,23,32,43,59,3,RJ; SP,83921.17,424,591.53,13639,24.53,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso(quina)R$300MIL.
842,2001-05-10,8,50,59,72,75,0,,0.0,146,1761.18,7413,46.08,0,0.0,257131.98,0.0,0.0,0.0,Estimativa prêmio próximo concurso (QUINA) R$700 MIL.
843,2001-05-12,15,20,40,71,72,3,GO; MG; RJ,218540.1,241,1653.48,12117,43.69,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina)R$300 MIL.
844,2001-05-15,23,47,56,77,78,0,,0.0,236,1074.9,10681,31.55,0,0.0,253675.76,0.0,0.0,0.0,Estimativa prêmio próximo concurso: R$600MIL.
845,2001-05-17,8,16,28,63,70,1,BA,573598.14,262,1221.08,12843,33.09,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina):R$400MIL.
846,2001-05-19,34,38,41,56,62,2,DF; SP,170841.21,378,903.92,14866,30.53,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (QUINA) R$ 250.000,00"
847,2001-05-22,30,41,47,71,78,1,SP,251253.62,143,1757.02,7088,47.09,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (Quina) próximo concurso: R$ 300 MIL.
848,2001-05-24,15,33,40,57,60,1,SP,246053.88,269,914.7,10300,31.73,0,0.0,0.0,0.0,0.0,0.0,"ESTIMATIVA PREMIO (QUINA) PROXIMO CONCURSO: R$400.000,00"
849,2001-05-26,7,26,44,71,80,3,RJ; RS; SP,109328.03,437,747.69,15572,27.98,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso(quina):R$250MIL.
850,2001-05-29,26,29,34,43,79,3,MT; SP,79233.33,237,1002.96,10577,29.85,0,0.0,0.0,0.0,0.0,0.0,Estimativa de prêmio(Quina) próximo concurso R$300MIL.
851,2001-05-31,1,15,39,41,55,5,ES; GO; MG; RJ; SP,48056.05,235,1022.47,9753,32.73,0,0.0,0.0,0.0,0.0,0.0,Estimativa de prêmio (Quina) próximo concurso: R$400MIL.
852,2001-06-02,5,54,57,67,75,0,,0.0,401,827.36,15242,28.92,0,0.0,331771.14,0.0,0.0,0.0,Estimativa prêmio (Quina) próximo concurso:R$700MIL.
853,2001-06-05,14,36,42,67,80,6,BA; DF; ES; SP,112266.18,362,944.27,15065,30.14,0,0.0,0.0,0.0,0.0,0.0,ESTIMATIVA DE PRÊMIO(QUINA) PRÓXIMO CONCURSO: R$300MIL.
854,2001-06-07,4,13,30,49,63,2,RJ; SP,133755.0,306,874.21,12377,28.72,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$350 MIL.
855,2001-06-09,3,38,56,64,66,1,RJ,345162.58,341,1012.2,15481,29.62,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (quina): R$260.000,00"
856,2001-06-12,6,38,41,75,80,2,DF; SP,132661.77,225,1179.22,9140,38.57,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$ 300 MIL.
857,2001-06-16,7,11,66,74,77,4,ES; RJ; SP,94221.45,469,803.6,19892,25.17,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (quina) R$250.000,00"
858,2001-06-19,11,16,20,62,75,4,DF; MG; SP,63216.96,213,1187.18,9411,35.69,0,0.0,0.0,0.0,0.0,0.0,"Previsão prêmio próximo concurso (Quina) R$300.000,00"
859,2001-06-21,1,6,9,49,75,1,SP,247764.3,342,721.71,13789,23.87,0,0.0,0.0,0.0,0.0,0.0,ESTIMATIVA PREMIO PROXIMO CONCURSO (QUINA): R$ 400 MIL.
860,2001-06-23,8,23,46,47,59,3,RJ; RS; SP,107156.83,502,637.95,16906,25.26,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio(Quina) próximo concurso: R$300MIL.
861,2001-06-26,4,10,14,41,45,7,MG; RJ; SP,34053.6,549,432.56,14691,21.55,0,0.0,0.0,0.0,0.0,0.0,Estimativa premio proximo concurso (Quina):R$ 300 MIL.
862,2001-06-28,12,14,26,66,68,2,BA; PI,118642.24,281,844.43,10399,30.32,0,0.0,0.0,0.0,0.0,0.0,Estimativa premio (Quina) proximo concurso  R$350 MIL
863,2001-06-30,15,18,19,70,79,1,SP,320537.0,258,1242.39,12512,34.04,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$ 250 MIL.
864,2001-07-03,7,34,60,61,66,2,SP,124052.32,270,918.91,10138,32.51,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo (Quina) concurso: R$300MIL.
865,2001-07-05,4,19,30,39,62,7,MG; RJ; SP,36337.92,419,604.78,11486,29.42,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (Quina) próximo concurso: R$350 MIL.
866,2001-07-07,9,25,40,41,61,1,BA,338897.77,315,1075.87,13400,33.6,0,0.0,0.0,0.0,0.0,0.0,Estimativa de prêmio(Quina)próximo concurso: R$300MIL
867,2001-07-10,4,20,42,58,66,1,MG,231310.88,204,1133.88,8830,34.8,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (quina) R$300.000,00"
868,2001-07-12,9,24,34,52,55,0,,0.0,270,923.7,11679,28.37,0,0.0,249400.09,0.0,0.0,0.0,"Estimativa prêmio(Quina) proximo concurso: R$600.000,00."
869,2001-07-14,30,59,68,72,75,2,MG; RS,316741.76,320,1200.26,12292,41.51,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio (Quina) próximo concurso: R$300.000,00."
870,2001-07-17,15,17,44,52,69,1,DF,249142.43,271,919.34,11855,27.93,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (Quina) próximo concurso: R$ 300 MIL.
871,2001-07-19,19,32,49,56,73,4,MG; RS; SP,61655.86,392,626.75,12537,26.14,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (Quina)próximo concurso: R$350.000,00."
872,2001-07-21,46,54,58,59,70,0,,0.0,202,1658.03,10718,41.52,0,0.0,334921.91,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (quina) R$700.000,00"
873,2001-07-24,10,24,48,57,77,1,SP,688166.44,382,924.73,16047,29.24,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (Quina) para o próximo concurso: R$ 300.000,00"
874,2001-07-26,16,38,39,44,71,1,RS,257413.46,257,1001.61,11148,30.68,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$ 400 MIL.
875,2001-07-28,6,31,39,46,52,1,BA,334579.35,284,1178.1,11859,37.48,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$ 250 MIL.
876,2001-07-31,9,29,35,55,70,2,RN; SP,127340.35,239,1065.61,9920,34.1,0,0.0,0.0,0.0,0.0,0.0,Estimativa de prêmio para o próximo concurso (Quina):R$ 300 MIL
877,2001-08-02,31,38,39,51,54,0,,0.0,224,1140.4,8702,39.0,0,0.0,255449.95,0.0,0.0,0.0,Estimativa de prêmio (QUINA) para o próximo concurso: R$ 700 MIL.
878,2001-08-04,11,13,24,64,69,10,AL; ES; MG; PA; RJ; RS; SC; SP,73888.57,764,630.37,25693,25.0,0,0.0,0.0,0.0,0.0,0.0,Estimativa de prêmio para o próximo concurso (QUINA): R$ 300 MIL.
879,2001-08-07,19,27,35,49,78,4,DF; SC; SP,74005.51,428,689.02,14576,26.98,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina):R$ 350 MIL.
880,2001-08-09,11,14,32,38,41,4,MG; RS; SP,72055.3,432,664.65,15409,24.85,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (quina) próximo concurso: R$400MIL
881,2001-08-11,3,9,54,56,61,6,AL; BA; MG; PE,65080.63,344,1135.13,16209,32.0,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso: R$ 300 MIL.
882,2001-08-14,2,5,13,39,55,6,AM; BA; MG; RJ; SP,47601.92,443,642.29,16628,22.82,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina) : R$ 350 MIL.
883,2001-08-16,2,38,74,76,77,1,MG,276024.44,154,1792.37,8350,43.92,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$ 400 MIL.
884,2001-08-18,19,28,44,46,54,3,RS; SP,128049.68,514,744.53,20849,24.48,0,0.0,0.0,0.0,0.0,0.0,Estimativa de prêmio para o próximo concurso (quina): R$ 300 MIL
885,2001-08-21,3,5,13,37,45,6,BA; MG; PR; RJ; SP,46577.36,606,459.41,21637,17.16,0,0.0,0.0,0.0,0.0,0.0,Estimativa de prêmio para o próximo concurso: (quina) R$ 300 MIL
886,2001-08-23,24,37,40,44,59,0,,0.0,263,1030.26,10288,34.99,0,0.0,270959.15,0.0,0.0,0.0,Estimativa de prêmio (quina) para o próximo concurso: R$ 800 mil.
887,2001-08-25,5,27,28,35,40,4,PR; RS; SP,173188.58,544,772.42,19035,29.43,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio (quina) próximo concurso: R$300.000,00."
888,2001-08-28,18,22,31,45,79,4,MG; RS; SP,67136.56,235,1142.75,10532,33.88,0,0.0,0.0,0.0,0.0,0.0,Estimativa de prêmio para o próximo concurso (quina): R$ 300 MIL.
889,2001-08-30,15,31,36,47,76,1,RJ,252861.26,164,1541.84,8381,40.08,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (Quina): R$ 400 MIL.
890,2001-09-01,3,7,21,41,67,2,MG; PA,179283.82,455,785.07,17239,27.63,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de premio (QUINA)proximo concurso: R$ 300.000,00."
891,2001-09-04,4,13,18,46,47,5,PR; RJ; RS; SP,53078.09,447,591.47,16993,20.75,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) para o próximo concurso: R$450.000,00"
892,2001-09-08,14,20,34,73,75,1,SP,433588.37,279,1554.08,13326,43.22,0,0.0,0.0,0.0,0.0,0.0,Estimativa de prêmio para o próximo concurso:(QUINA) R$300 MIL.
893,2001-09-11,5,7,13,66,79,2,MG; RS,136572.09,409,665.3,16982,21.37,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$300 MIL.
894,2001-09-13,10,13,36,38,50,0,,0.0,330,844.95,13494,27.45,0,0.0,278831.33,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$800 MIL.
895,2001-09-15,16,34,49,58,59,1,RN,720216.42,386,1143.48,16195,36.21,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$300 MIL.
896,2001-09-18,14,26,51,62,77,1,RJ,282016.15,182,1549.54,9315,40.22,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio próximo concurso: R$300.000,00."
897,2001-09-20,30,39,56,70,72,3,ES; MA; MG,89952.55,177,1524.62,7074,50.68,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$ 400 MIL.
898,2001-09-22,8,39,59,77,78,3,RJ; SP,122717.04,241,1527.6,11527,42.43,0,0.0,0.0,0.0,0.0,0.0,"ESTIMATIVA PRÊMIO (QUINA) PRÓXIMO CONCURSO: R$300.000,00."
899,2001-09-25,17,26,28,36,55,1,DF,274859.04,264,1041.14,11418,31.98,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (quina) próximo concurso: R$300 MIL.
900,2001-09-27,41,49,52,56,74,2,MT; RJ,135253.84,217,1246.58,9064,39.64,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$400 MIL.
901,2001-09-29,24,41,51,60,73,2,RJ,182907.48,217,1685.79,9894,49.12,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$300 MIL.
902,2001-10-02,14,33,34,55,78,3,RJ; RO; SP,93076.95,263,1061.72,11634,31.88,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$300 MIL.
903,2001-10-04,8,22,28,52,58,11,CE; ES; MA; MG; RJ; RS; SP,25470.24,371,752.33,12165,30.6,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$400 MIL.
904,2001-10-06,42,49,51,57,64,3,MG; RJ; SP,125682.14,303,1244.38,12842,39.01,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$300 MIL.
905,2001-10-10,42,49,55,61,69,0,,0.0,226,1275.68,8683,44.11,0,0.0,288304.42,0.0,0.0,0.0,Estimativa prêmio próximo concurso: R$ 750 MIL. O sorteio foi realizado na quarta-feira dia 10/10/2001 por problemas técnicos que impediram sua realização na terça-feira dia 09/10/2001.
906,2001-10-13,19,20,22,33,39,4,CE; RJ; SP,198585.89,553,915.08,23202,28.97,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$ 300 MIL.
907,2001-10-16,24,29,32,50,74,2,SP,143470.44,211,1359.91,9518,40.05,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$350 MIL.
908,2001-10-18,1,9,23,50,73,1,PA,280832.23,291,965.06,11845,31.49,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$ 400 MIL.
909,2001-10-20,8,16,37,64,79,5,MG; RJ; RS,72851.41,414,879.85,14645,33.04,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$ 300 MIL.
910,2001-10-23,7,19,31,45,55,5,MG; PR; SP,53700.88,449,595.74,14882,23.97,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio (QUINA) próximo concurso: R$300.000,00."
911,2001-10-25,4,18,25,57,74,8,CE; MG; PA; PE; RJ; SP,33172.96,402,657.66,13453,26.21,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$ 400 MIL.
912,2001-10-27,4,14,23,45,70,2,RJ; SP,174874.32,298,1173.65,14554,31.92,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$ 300.000,00."
913,2001-10-30,7,11,25,50,67,2,BA; MA,131302.74,343,762.72,13682,25.5,0,0.0,0.0,0.0,0.0,0.0,Estimativa de prêmio (QUINA)próximo concurso: R$ 300 MIL
914,2001-11-01,11,32,55,67,76,2,MG; MT,133972.8,228,1175.2,10029,35.49,0,0.0,0.0,0.0,0.0,0.0,Estimativa de prêmio próximo concurso (QUINA): R$ 30O mil.
915,2001-11-03,7,13,19,27,61,5,MG; RJ; SE; SP,53397.36,713,373.04,22014,16.11,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$ 300 MIL.
916,2001-11-06,12,46,50,52,68,2,PR; SP,132978.96,219,1214.42,9475,37.29,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$ 300 MIL.
917,2001-11-08,6,10,28,47,55,2,RS; SC,133339.38,364,729.85,13576,26.1,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$ 400 MIL.
918,2001-11-10,33,36,49,65,78,7,ES; RJ; SC; SP,50115.58,431,813.94,14450,32.25,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$ 300 MIL.
919,2001-11-13,8,13,40,72,77,2,AM; PE,133103.81,268,993.31,10509,33.66,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio (quina) próximo concurso: R$450.000,00"
920,2001-11-17,5,13,14,36,69,4,CE; MG; SP,96150.37,605,633.29,24124,21.18,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$ 300 MIL.
921,2001-11-20,4,9,64,74,75,0,,0.0,209,1202.02,9052,36.87,0,0.0,251221.92,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$ 600 MIL.
922,2001-11-22,1,12,20,24,62,4,AC; PR; RS; SP,143986.36,381,852.3,15282,28.23,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio (QUINA) próximo concurso: R$ 350.000,00."
923,2001-11-24,2,16,36,39,52,3,ES; RS; SP,112186.27,371,907.17,13761,32.49,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio (quina) próximo concurso: R$300.000,00."
924,2001-11-27,18,36,49,56,79,0,,0.0,258,958.54,10693,30.73,0,0.0,247302.21,0.0,0.0,0.0,"Estimativa prêmio (QUINA) próximo concurso: R$600.000,00."
925,2001-11-29,2,15,30,61,78,3,MG; RJ,186307.48,226,1378.85,9101,45.48,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio (QUINA) próximo concurso: R$300.000,00."
926,2001-12-01,40,46,50,73,79,1,MG,332363.59,145,2292.16,7687,57.44,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio próximo concurso (quina): R$300 MIL.
927,2001-12-04,15,38,48,54,70,0,,0.0,220,1231.58,9496,37.9,0,0.0,270946.67,0.0,0.0,0.0,"Estimativa de prêmio próximo concurso (QUINA): R$ 600.000,00."
928,2001-12-06,3,22,28,35,45,6,BA; GO; MG; SP,104208.14,515,685.35,19122,24.62,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
929,2001-12-08,5,28,52,55,69,1,SP,358868.25,446,804.64,16547,28.82,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$ 300.000,00."
930,2001-12-11,32,41,47,61,77,1,SP,282364.26,178,1586.32,8274,45.33,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
931,2001-12-13,20,31,61,76,79,1,SP,284304.16,155,1834.22,6900,54.74,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
932,2001-12-15,2,45,59,73,78,1,SP,361906.45,314,1152.57,12078,39.8,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
933,2001-12-18,6,27,51,70,79,3,MT; PE; SP,92949.87,160,1742.81,7542,49.12,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
934,2001-12-20,2,21,44,46,69,5,GO; MG; RS; SP,56149.98,217,1293.78,10021,37.22,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
935,2001-12-22,14,29,41,63,65,5,GO; SP,72572.94,316,1148.31,13364,36.07,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
936,2001-12-27,36,40,46,51,78,0,,0.0,188,1721.99,8461,50.82,0,0.0,323734.04,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$700.000,00."
937,2001-12-29,32,50,59,77,79,2,RJ; SP,375678.24,310,1379.43,13417,42.33,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
938,2002-01-03,7,34,53,61,77,5,PR; RJ; RN; SP,61959.36,329,941.63,13297,30.95,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$320.000,00."
939,2002-01-05,1,15,33,48,61,2,SP,177962.87,340,1046.84,14071,33.61,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
940,2002-01-08,40,46,59,72,73,2,MG; SP,137848.49,182,1514.82,8207,44.62,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
941,2002-01-10,41,45,50,59,68,2,MA; SP,142017.38,207,1372.15,8544,44.17,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$320.000,00."
942,2002-01-12,26,35,71,73,80,1,SP,362266.97,284,1275.59,13288,36.22,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA)próximo concurso: R$ 300.000,00."
943,2002-01-15,20,42,45,49,64,1,SP,278695.29,226,1233.17,10495,35.28,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
944,2002-01-17,29,40,50,63,67,1,SP,280758.59,131,2143.19,7206,51.76,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$350.000,00."
945,2002-01-19,10,23,39,49,55,1,GO,353365.84,327,1080.63,14926,31.46,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
946,2002-01-22,6,19,28,44,79,1,SP,259060.2,295,878.17,13353,25.78,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
947,2002-01-24,16,23,24,37,79,2,MG; MS,132190.64,267,990.2,11613,30.25,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$350.000,00"
948,2002-01-26,21,34,41,71,75,1,MG,319506.41,200,1597.53,9533,44.53,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
949,2002-01-29,20,45,52,57,74,1,SP,253628.81,212,1196.36,8836,38.13,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
950,2002-01-31,3,11,14,16,22,7,ES; GO; MG; RJ; SC,36401.43,518,490.06,16227,20.87,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$330.000,00."
951,2002-02-02,5,21,43,58,74,4,CE; PR; SP,83441.75,444,748.88,14596,30.38,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
952,2002-02-05,14,17,19,36,37,6,BA; DF; GO; MG; RJ,42897.03,472,543.23,16094,21.25,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
953,2002-02-07,2,5,18,45,70,2,MG; RJ,140811.04,334,843.18,13633,27.44,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$330.000,00."
954,2002-02-09,33,51,56,66,67,2,PR; SP,168568.01,224,1505.07,10485,42.71,0,0.0,0.0,0.0,0.0,0.0,Estimativa prêmio (QUINA) próximo concurso: R$300 MIL.
955,2002-02-14,22,44,73,75,76,1,GO,273466.87,265,1031.95,10561,34.4,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$330.000,00."
956,2002-02-16,15,23,25,48,49,5,MG; PE; PR; RJ; SP,69425.84,430,807.28,17289,26.67,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
957,2002-02-19,20,32,38,40,72,4,AL; BA; MG; SP,67550.77,199,1357.81,8495,42.25,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
958,2002-02-21,36,48,61,62,79,1,RJ,269611.33,177,1523.23,7897,45.36,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
959,2002-02-23,7,11,47,54,61,5,SP,67425.08,532,631.29,16386,27.33,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
960,2002-02-26,16,25,49,50,80,0,,0.0,234,1094.25,9668,35.18,0,0.0,256055.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$600.000,00."
961,2002-02-28,13,31,51,56,69,3,RJ; RS; SP,195490.15,447,736.38,15631,28.09,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$330.000,00."
962,2002-03-02,22,25,47,51,74,3,BA; SP,113556.62,413,824.87,14041,32.23,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
963,2002-03-05,28,45,55,71,80,2,BA; MG,132965.42,305,871.9,11124,31.76,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$ 300.000,00."
964,2002-03-07,28,36,38,53,57,4,MG; RJ; SP,68392.47,296,924.22,11650,31.2,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$330.000,00."
965,2002-03-09,10,39,43,59,71,1,SP,343060.42,271,1265.91,11882,38.36,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$ 300.000,00."
966,2002-03-12,8,30,34,37,44,0,,0.0,253,1091.28,11251,32.6,0,0.0,276091.96,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$600.000,00."
967,2002-03-14,9,19,49,53,64,7,GO; MG; PI; RS,91990.93,564,649.74,19072,25.63,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$330.000,00."
968,2002-03-16,17,37,51,55,61,1,RJ,351480.22,253,1389.25,11433,40.84,0,0.0,0.0,0.0,0.0,0.0,"Estimativa prêmio próximo concurso (QUINA) R$ 300.000,00."
969,2002-03-19,6,11,41,43,53,2,SP,132985.0,223,1192.69,10285,34.35,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
970,2002-03-21,3,31,50,65,70,2,GO; RJ,137151.24,223,1230.06,8383,43.47,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$330.000,00."
971,2002-03-23,17,32,53,75,78,2,BA; SP,170704.71,332,1028.34,12949,35.03,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
972,2002-03-26,17,28,35,38,56,4,MT; SP,66494.17,354,748.5,13572,26.04,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
973,2002-03-28,6,19,34,42,52,1,RJ,263176.06,333,787.32,12894,27.11,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$270.000,00."
974,2002-03-30,22,42,61,64,72,0,,0.0,129,1787.08,6660,45.99,0,0.0,230533.9,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$550.000,00."
975,2002-04-02,2,16,44,58,64,4,PA; PR; SP,145707.6,407,865.6,15095,31.01,0,0.0,0.0,0.0,0.0,0.0,"Estimativa de prêmio (QUINA) próximo concurso: R$300.000,00."
